class,Attr1868,Attr7089,Attr7113,Attr7119,Attr3454,Attr4141,Attr3252,Attr7085,Attr7092,Attr7067,Attr7040,Attr2402,Attr6219,Attr4279,Attr7059,Attr7046,Attr7051,Attr7095,Attr7055,Attr7030,Attr7036,Attr7037,Attr7053,Attr7060,Attr7038,Attr7042,Attr7048,Attr7021,Attr7101,Attr7102,Attr7114,Attr7116,Attr7073,Attr7127,Attr7129,Attr7106,Attr7066,Attr7068,Attr7072,Attr7074,Attr7082,Attr7084,Attr7005,Attr7023,Attr7024,Attr7020,Attr4847,Attr7047,Attr7058,Attr7124
F,-0.360527,-0.536798,-0.811485,0.635816,-0.006397,0.02101,-0.773564,-1.06188,-0.82309,-1.29138,-1.69931,-0.518183,-0.335167,-0.334038,-0.520448,-1.34767,0.222177,0.057273,-0.658988,1.12023,0.377571,0.899787,-1.58584,-2.11726,-0.851242,-0.762912,-1.06275,-1.00699,0.842143,0.805071,-1.93752,-0.146977,0.588251,-1.59782,-1.43719,-1.49294,-0.280717,-1.39131,-0.854915,-1.30793,-1.28575,-1.06576,-0.601242,-0.743436,-0.558922,0.123381,-0.408515,-1.93841,-1.59762,-1.70459
F,-0.379633,1.79545,3.17847,0.681935,-0.404488,0.650731,-0.555319,-2.15872,-0.183973,-0.996159,0.647437,-0.515438,-0.372446,-0.311238,2.66086,-0.772358,1.57503,-0.768931,0.370328,-0.21491,-0.715586,-0.662738,1.29528,-0.662411,0.53091,0.567304,1.89717,1.32359,0.787762,-0.422374,0.530962,3.22065,-0.153636,1.2165,-0.205033,-0.471549,-0.194697,1.45306,-0.156638,0.397964,-0.227185,-0.926254,-0.077587,0.257157,0.265509,1.34938,-1.05815,0.342357,0.3229,-0.060457
T,-0.336816,0.132666,-0.633559,-1.19779,0.562532,0.655652,1.31224,-0.721484,1.80952,-0.091412,0.465013,1.33851,-0.288205,0.025997,-0.088664,-0.372553,-1.14903,-0.236132,0.644065,0.80459,1.39052,1.36504,-0.813707,-0.072179,-1.75771,0.29914,0.296901,-1.08734,0.611605,1.28393,-0.157581,-1.13555,-0.232509,0.539199,0.138784,-0.483755,-0.234811,-0.71522,0.500547,-0.645578,0.230467,-0.535784,0.513383,-0.696185,1.99505,-1.25513,2.6848,-0.542045,0.803205,-0.647023
T,-0.289939,-1.38701,-0.31844,-0.785634,-1.49903,0.124015,0.965867,-0.271647,0.665707,1.00967,1.75662,2.33964,0.839142,1.60468,0.450886,1.10015,-0.115891,0.778553,-2.59882,-0.219258,-0.405607,-0.296072,-0.783855,0.32408,1.11932,1.46032,1.02774,-1.02852,-1.09638,-0.123823,-0.054807,-0.501556,-0.280598,0.769169,0.985211,0.489286,0.019964,0.282286,1.35303,-0.194967,0.803149,-0.179135,0.451594,0.532842,1.5441,-1.3364,0.591543,0.55723,0.161999,1.10372
T,-0.197796,-1.23292,-0.65649,-1.00756,0.239808,0.58886,0.453253,-0.162341,0.141483,-0.081244,0.59716,-0.275215,-0.312209,-0.250435,-0.272913,-0.665425,1.19226,-0.660528,-0.28549,0.275703,-0.625932,-0.610064,-0.297599,0.807469,0.398126,-1.43782,-0.996554,0.72953,-0.545092,-1.32688,-0.14569,-0.845519,-0.337123,-0.11053,0.47581,0.075656,0.12524,0.935395,0.028906,0.737966,-0.351675,0.745871,0.461429,-0.476091,-0.238268,-0.401328,0.360593,0.460076,0.067311,0.596751
T,-0.279964,0.132555,-0.431934,-1.0384,0.467098,2.2531,0.707383,-0.767192,-0.785608,-1.7202,-0.945087,1.67774,1.89197,-0.146059,0.148536,-0.47242,-1.57506,-0.701453,0.102568,0.426293,-0.080959,-0.123412,-0.399873,-0.768053,-0.684993,0.86966,0.475392,-0.099827,0.364166,0.272794,-0.188991,-0.447828,-0.344383,-1.66604,-1.43586,-1.29319,-0.31846,-0.349221,-1.24852,0.025881,-1.08103,-0.810795,-0.093189,-0.224674,-0.761424,0.579108,1.35608,-1.18222,-0.26324,-1.77986
T,0.669752,-0.215599,-0.327072,-0.628873,0.384319,2.0895,0.065116,0.209999,-1.00574,0.436671,-1.2164,1.96013,2.5785,2.30648,-0.453015,-0.917472,0.473757,-0.333763,-0.592863,-0.240315,-0.658168,-0.812476,-0.636417,-0.786925,-0.423185,-1.08656,-1.18857,1.14395,-0.98242,-0.589326,1.05631,-1.29538,-0.425566,-0.582551,0.22002,-0.123193,-0.267537,0.130723,1.56812,-1.50348,-0.075004,0.363884,-0.654286,1.66905,0.120994,-0.00694,1.73465,-0.402079,0.982134,-1.16824
F,2.32653,0.486089,0.408019,-0.14933,0.357379,-0.272868,-0.548593,0.526231,0.667905,1.48792,-0.409627,-0.238912,0.137246,0.084549,0.940236,0.943946,0.725702,-0.772568,-1.32281,-1.39125,-0.674401,-0.607461,1.75168,1.06876,0.372919,-0.641606,0.172328,1.61823,-1.28981,-1.14455,0.87478,0.298137,-0.405569,1.29121,1.68349,1.00838,0.083068,1.1368,1.18923,1.3634,3.75127,1.47581,-0.835826,-0.124251,0.852029,-0.249543,-0.233028,1.17931,0.46793,1.97394
F,2.2924,0.816415,2.792,0.39862,-0.204634,-1.15235,-0.390714,0.220152,-0.287039,1.75489,1.0511,-0.401106,-0.194918,-0.166747,2.56407,-0.996112,-0.777195,-0.593643,1.28254,-0.825598,-0.602547,-0.387854,1.83708,0.785053,-0.686381,0.129462,0.819095,-0.667186,-1.0074,-0.581556,0.272665,2.59794,-0.329657,0.273413,1.42931,0.240661,-0.219264,1.261,0.222589,1.12822,0.154292,0.761347,-0.931795,-0.259821,1.12339,1.86908,-0.672062,0.152195,1.09644,0.011727
T,-0.307321,0.071837,0.398438,-0.645985,-0.44649,-0.65446,1.08111,2.24834,-0.241089,1.45816,1.48798,4.35139,2.21978,2.58008,0.121096,-0.510369,0.39638,-0.248384,-0.808112,-1.52766,-1.06377,-1.04146,0.107562,0.890336,-0.366396,-0.569964,-0.224943,0.617106,-1.71962,-1.37103,1.04448,0.072053,-0.231591,1.43157,1.42022,1.11693,0.07778,1.52918,-0.13272,3.06278,1.58334,2.63633,-0.690492,0.385654,0.343337,1.41526,0.631347,1.17844,1.4338,1.14712
T,-0.31629,2.5217,1.65695,-1.07192,-0.445021,1.96083,1.16061,0.50092,-0.689125,1.89174,-1.14031,-0.139207,0.047808,-0.062445,2.13951,-1.16507,-1.56623,0.020552,-1.70657,0.443706,-0.298778,-0.273199,-1.24707,1.59523,-0.588373,-0.283705,1.34791,1.26003,0.372866,0.546918,1.10164,1.22499,-0.199946,1.30043,0.902594,2.34623,-0.170539,2.45725,1.17168,1.48214,2.48212,0.238279,0.706117,0.674836,0.422468,0.45967,0.812712,0.792978,-0.344494,1.88073
F,4.71139,0.068737,0.530827,-0.055143,-1.53347,-0.282514,-0.505623,1.9708,0.271648,0.753849,2.12058,-0.104174,0.72484,0.812452,0.238053,1.09793,0.344304,-0.00253,-0.52837,1.07123,1.37569,1.18122,0.424961,0.948706,-0.461429,-0.563185,-0.677775,1.25783,2.30326,2.06066,0.19585,0.043891,-0.228059,0.555464,2.56285,0.890078,0.041545,1.33336,0.276479,1.61787,1.51617,2.55741,-1.02203,-0.170656,0.42809,2.44098,-0.536367,1.50453,0.944763,0.862336
T,3.03934,-0.71361,-0.736642,-0.600282,-0.504106,0.56668,1.29628,1.78641,0.560745,0.999196,0.272946,3.53274,6.76535,7.12353,-0.463762,1.1701,-0.293098,-0.579199,-0.669937,-1.50693,-1.26808,-1.28159,0.745657,0.619623,-1.11113,-1.35428,0.123028,0.573303,-0.838895,-1.09909,0.272644,-0.498571,-0.460736,0.883887,0.966396,0.1753,0.100268,0.580831,0.803169,0.604915,0.77929,0.822069,-0.797898,1.94829,1.08857,0.044146,0.430382,1.40129,0.624946,0.948789
T,-0.343667,1.60161,1.42676,-0.639117,-1.24789,0.894057,3.35959,0.166692,0.719855,1.09197,-0.049274,-0.160783,0.203947,0.476587,-0.581217,-0.358864,-0.034564,1.66631,0.566858,-0.111971,-0.204448,-0.242797,0.40665,0.774595,0.403124,-1.18034,0.722007,0.449277,1.11824,-0.334394,0.102947,0.241497,0.63957,0.392643,0.420324,1.3273,-0.159861,0.707278,0.349981,-0.287177,0.435409,0.436904,0.524122,-0.735853,0.341422,-0.560376,1.09979,0.740884,-0.768032,-0.071704
T,-0.336533,-0.578099,-0.375226,-0.557278,0.535946,-0.560424,0.623781,0.148846,-0.642035,-0.279459,0.111187,-0.358538,-0.329186,-0.159194,0.248763,-0.836191,-0.570782,-0.780932,-0.016532,0.316648,-0.551615,-0.83929,0.201429,0.074002,-0.633782,-0.775241,-0.426208,0.580617,-0.379563,-0.282043,-0.549557,0.200056,-0.45016,0.181427,-0.242171,1.01889,-0.025448,0.665626,-0.043035,-0.269678,0.117359,-0.207339,0.102675,4.15348,0.085704,-0.316698,3.10425,-0.415538,0.218298,0.347353
T,-0.378047,-0.333354,-0.980957,-0.464798,1.2922,2.64632,2.6497,-0.302079,-0.691003,-0.588043,-1.3636,-0.192165,0.008444,-0.363881,-0.64661,-1.05114,-2.21732,-0.300054,0.665258,0.267595,-0.096676,0.038259,-0.292885,-0.692212,-0.054044,-0.709313,0.025317,-1.01092,0.235403,0.304804,-0.54149,-0.691283,-0.38245,-1.48901,-0.564161,-1.30458,-0.411249,-0.933226,-3.05759,-0.948078,-1.32429,-1.33065,2.84617,1.01956,-0.06586,-1.3672,2.62133,-1.36443,0.196937,-1.15729
T,-0.304057,0.532652,1.60161,-0.222865,0.340019,3.08398,0.935854,-1.0376,0.098895,-0.4312,0.2259,-0.107442,-0.380579,-0.103784,1.36701,-2.33261,0.398516,-1.04377,2.35632,0.1368,-0.603588,-0.362299,1.04249,-0.251616,1.22382,-0.188309,1.611,0.890029,0.643762,-0.875373,0.353019,2.24579,-0.458194,-0.137292,-0.420954,1.79269,-0.260201,-0.331853,-2.29453,-1.35134,-0.268016,-0.111122,-0.902528,-0.018091,-1.80921,-1.05642,1.44144,-0.680309,1.31997,-0.752416
T,-0.323569,-0.642998,-0.584241,-0.439961,0.195231,0.207153,1.40867,0.426853,0.542967,1.78004,0.602319,0.255384,0.191643,0.274809,0.978734,-0.754436,0.444757,-0.279724,0.836496,0.017571,-0.455942,-0.246068,1.55273,1.23287,0.500239,-0.427422,0.982327,1.69819,0.270081,-0.069141,2.41812,-0.185756,-0.128029,0.177602,0.959682,-0.333202,0.063642,0.019425,-0.73903,-0.043737,0.762391,0.155639,2.70933,-0.639358,0.091998,1.32495,0.572083,1.26284,1.8001,-0.024284
T,-0.311924,-1.00783,-0.652861,-0.277806,-1.52274,0.011574,-0.367617,2.00209,-0.79848,0.271529,-0.033969,-0.475139,-0.309727,-0.237211,0.50373,0.675162,0.149676,-0.624071,-0.033058,-0.685915,-0.59271,-0.552398,0.116039,1.24048,-1.07957,-0.84299,-1.00669,1.0037,-0.506304,-0.470625,0.916723,-0.897878,-0.398274,1.19698,0.907555,1.09694,0.028715,1.33171,0.593544,1.32412,1.03262,1.28779,-0.065858,-0.275114,-0.166873,0.230597,-0.433151,1.70065,-0.619408,1.52939
F,-0.324531,-0.871145,-0.215041,1.18997,-0.061781,0.108668,-0.636863,0.697695,0.223132,0.17659,0.492318,-0.465171,-0.309744,-0.275594,-0.315357,0.541081,0.260625,-0.520596,0.510485,0.532922,3.38176,3.41049,-0.763419,-0.510442,0.015625,-0.989783,-0.601208,0.401179,0.533203,0.472003,0.081629,-0.992807,-0.330596,-0.166163,0.28996,0.504951,0.026771,0.515313,-0.282989,0.41715,0.113542,0.362219,2.06631,-0.707911,0.392374,-0.24881,0.687255,0.056412,-1.23568,0.227117
F,0.55881,-1.91473,-1.30059,0.059749,-1.86984,-0.490565,-0.842437,-0.271799,1.47725,-0.791721,-1.16788,-0.477064,-0.401226,-0.344459,-1.84585,-0.868661,0.337692,0.250368,0.397455,0.308754,0.651261,0.654316,-1.07673,-1.15283,1.03668,-0.905536,-1.05815,-1.44227,0.32909,0.090061,-1.30399,-1.69747,-0.134239,-1.22736,-1.04322,0.304336,-0.109449,-1.12522,0.249773,-1.25477,-1.2847,-0.57591,0.861208,-0.570794,-1.09728,-0.502763,0.276769,-0.794348,-1.87403,-1.516
F,0.015466,-1.69402,-0.770783,0.210026,-0.427764,0.220447,-0.826115,-0.790774,0.257783,-1.44275,-1.18686,-0.53183,-0.360471,-0.310568,-1.44003,0.510163,0.255617,-0.269295,-1.82183,1.10902,2.0955,2.03399,-2.14875,-1.42786,-0.010582,-0.764152,-1.4458,-1.02657,0.431873,0.99433,-1.82248,-1.1116,-0.377759,-1.05249,-1.64239,-1.04207,-0.246274,-1.15466,-0.939233,-0.802313,-1.41543,-0.9297,2.01282,-0.72788,0.144634,-0.158121,-0.653284,-1.99185,-0.318644,-1.09795
F,0.047071,-0.880787,-0.692998,0.283006,0.858918,0.090255,-0.531951,1.9827,-0.150579,0.204566,0.436296,-0.417602,-0.263171,-0.23121,-0.492684,1.39005,0.895299,1.08453,-0.088236,-1.51485,-1.0895,-0.997733,-0.485594,0.301192,-1.23238,-0.131675,-0.033526,1.26327,-1.29829,-0.958424,0.10941,-0.33063,0.922562,0.973412,1.8375,1.37814,0.017889,0.836166,0.660785,0.811597,0.786275,1.36648,0.57378,0.986585,0.761175,1.9698,-0.735262,0.638084,-0.494264,0.566044
F,-0.086963,0.215894,-0.032184,1.03621,0.352285,-0.09459,-0.681127,0.830415,-0.29887,-0.051102,0.95247,-0.441121,-0.33724,-0.270796,-0.182835,1.79961,0.702358,-0.141192,0.506456,1.84887,2.33435,2.1765,-0.024871,0.317399,1.38857,0.08097,-0.033126,-0.280488,1.59619,1.74799,-0.639949,-0.560757,-0.109721,0.036783,0.358362,1.18018,-0.013776,0.227318,1.09296,0.140124,-0.080846,0.423012,0.972934,-0.736359,0.573133,0.368213,-0.482294,0.208936,1.13118,-0.144049
F,-0.249045,0.091625,0.634807,1.66694,0.532957,-0.664049,-0.610598,-0.189998,-0.953124,0.189701,0.222444,-0.527748,-0.331861,-0.30112,0.541866,0.24654,0.252812,-0.217586,-0.351953,0.339236,0.211429,0.485965,0.381054,-0.54471,-0.532476,-0.294099,-0.677946,-0.397547,0.051735,-0.340944,-0.898029,0.174733,-0.205811,-0.110748,-0.068667,-0.617592,-0.212113,-1.06443,-0.985596,0.208168,-0.385862,-0.598293,0.33875,-0.339464,-0.322465,0.532226,-0.567446,0.045824,-0.313158,0.330023
