@relation pca_all-weka.filters.unsupervised.attribute.Remove-R59-72

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute class {T,F}

@data
34.906318,23.414346,-21.718633,-20.709105,-24.022083,24.063331,11.828233,14.102176,5.827598,-11.072408,-22.951108,-8.687701,-9.797674,13.859041,14.572033,-33.73234,7.928887,16.249241,21.852388,5.404237,-23.353786,15.983982,-1.953007,-0.077671,0.858472,2.151047,-8.588064,-7.108133,-6.259958,-2.144785,-1.683084,12.135731,1.33644,-0.877267,1.05146,0.440454,-4.713197,2.328036,-2.39209,-3.007061,-1.467494,-0.73173,4.249118,5.549933,4.273237,0.777761,-2.657672,0.450466,1.038915,-3.520352,0.927752,-1.315758,1.376192,-2.859155,-0.979318,-1.043664,1.934816,2.172533,T
16.877311,-41.349489,-12.17767,-2.247148,-9.899826,-3.143198,3.435378,5.808486,-0.573176,5.345125,9.537314,6.715916,7.100566,2.854918,2.041189,4.796311,-4.912835,-3.290597,1.339354,4.155265,1.888708,4.083299,-3.326966,-10.091262,-1.49104,0.162296,-4.008076,-4.570207,4.548471,-6.186838,7.992287,-4.155642,-4.121608,-0.02961,4.773953,0.425724,-3.005469,-2.796171,-5.79335,8.455357,-2.708432,6.301857,1.212471,2.573507,-5.895433,1.15145,0.640483,6.203021,-4.594368,-5.528382,-2.516161,1.394719,-1.110053,6.889502,7.668632,-2.793478,-0.312352,-0.937821,T
-2.759627,-10.719815,8.153464,17.753399,28.680462,8.999987,21.386688,7.119139,-0.24323,-3.501983,8.370939,-34.028674,-11.605988,6.057348,4.794812,-8.005182,-0.627912,-0.522508,-13.184712,11.193581,4.590228,3.818636,-7.802924,-6.554099,2.350141,3.291543,-1.239125,24.370857,0.746813,-0.42402,0.173079,0.295259,1.47501,0.749817,3.082407,-0.552893,9.866751,0.175425,6.901453,-7.378071,5.811094,16.436487,-0.721557,1.461228,1.47517,-15.154308,-6.084851,11.750828,3.892517,-2.246943,-7.104854,-4.772969,0.897125,-7.172385,1.643006,1.037266,2.487809,2.555402,T
41.091132,-24.401458,-0.603342,8.243334,10.445154,7.773102,13.92143,15.140695,-5.556131,17.643896,3.884699,-18.123103,-3.969783,3.853931,5.105989,6.870301,-6.48883,-4.483025,1.82346,16.212733,-12.270606,-5.434834,-11.761747,4.92028,-5.861477,-4.348425,15.957255,-18.354319,17.623135,-9.650435,-3.600497,-2.943,-5.19149,1.813977,6.317539,-3.457899,-10.372914,1.016629,14.683592,3.452268,14.077316,-3.827272,-2.386651,5.773413,-8.567061,3.294172,5.044192,-1.494061,-8.532145,3.534574,6.493151,2.944461,1.196589,-2.408497,-2.86648,11.182984,-0.641705,-0.608743,T
17.631412,-35.00963,-8.376996,5.821209,-0.909286,-12.066553,-12.267737,23.813006,-22.550871,-18.149808,-17.95076,-12.047583,15.628329,-3.373663,2.269402,17.88233,-5.232345,-0.150727,5.58084,-1.580947,-8.412299,6.79222,-9.689609,-0.246266,3.41821,-6.50044,-7.118051,7.970557,1.922274,-2.041215,5.059424,-1.688094,-2.732485,4.116642,1.989967,8.320641,3.339365,-6.364712,-1.792854,11.641475,-3.279078,-1.337743,7.098183,-7.229458,-1.16471,0.167392,-0.031603,4.886133,1.907067,-5.971966,3.320168,2.606868,-9.760159,2.839861,-5.371972,-6.177751,-12.706505,12.503008,T
17.460853,-32.260551,-3.23005,1.502741,5.076762,-17.839926,-0.605245,34.918179,-22.021078,-37.149096,-25.551979,-10.410463,25.200532,-0.829159,-0.707035,6.679112,3.465558,-17.721035,-7.74227,-14.139371,-2.253994,1.334495,4.849542,7.316287,-1.416049,2.735467,5.099912,-0.663419,-7.328977,-2.219442,-6.113775,3.001806,3.558022,-6.124596,-1.804854,-0.496874,-3.758813,0.593568,0.586751,-6.525949,1.760353,1.374448,-2.631491,0.603661,1.496834,-2.534659,0.228415,-5.661831,-1.678098,7.082665,-0.503832,-0.172035,5.749894,-3.093569,0.461938,4.19978,11.221947,-10.349309,T
32.949954,-35.364266,1.575836,1.274533,3.893487,-2.231754,-8.428932,12.631449,-5.328757,-5.26582,10.619584,-2.596162,-6.810965,-2.252945,1.407868,0.051172,2.011087,0.460911,7.798248,0.733539,0.309117,-2.046595,8.586756,-12.921643,-3.37895,0.834222,-0.663631,-6.906609,7.855097,7.677574,-2.254569,0.544536,-2.085544,-0.44932,1.976896,-7.339698,2.659473,2.007104,-8.622958,1.200815,-5.225354,2.065236,-4.563861,-0.953092,0.799581,2.689835,-2.509307,6.222036,-2.650362,-2.503396,-6.840781,-5.210341,-3.087338,6.308888,7.491735,-8.289669,-3.534617,-1.052039,T
25.735075,-28.245296,-5.893429,-7.648239,8.809214,6.968251,0.23478,-3.609915,-4.787608,12.117945,-6.496662,2.252155,3.163542,0.724572,-2.203163,-0.914726,7.567618,2.610631,0.008517,1.017136,0.063657,1.060564,6.047577,8.328299,0.714153,15.041769,3.811192,7.529921,1.950989,13.914792,14.11097,-7.848882,-2.379093,1.326653,-10.701039,4.195707,-20.693168,-8.809559,-1.154489,-1.108525,-4.331235,-5.141607,-19.300103,4.201813,4.23573,-12.496998,-8.467454,-9.782794,-0.186066,-12.485434,4.993444,7.713523,-5.231524,-1.830559,5.56979,7.562579,-3.68042,8.517835,T
-70.494323,-25.898389,-24.663867,-7.764515,4.581894,10.596172,-0.811789,8.955184,4.656591,3.718829,2.635999,-11.513645,-4.345983,29.628665,-10.203534,8.940878,16.1968,16.973642,-14.630422,-11.195076,-0.497655,-8.221575,17.17956,11.131164,-10.266716,-2.108959,2.684162,-2.352882,0.129097,-7.399297,0.605333,0.876959,-2.784161,3.80161,-4.76861,0.389425,2.531177,4.832531,2.956616,4.835891,0.399293,-4.333797,3.763739,4.071035,-2.54263,8.679056,-1.16316,-2.798025,-5.134717,0.740955,-0.480443,-5.580178,3.494714,3.119637,-2.5679,-4.577852,2.035426,6.250101,T
7.093361,67.824329,-31.866844,5.859334,21.147766,-24.45465,-16.089754,-3.781979,32.902743,-7.487798,3.591544,-11.071391,16.087853,5.604713,-8.39479,0.851003,-14.840041,-0.560308,4.499988,6.155131,-12.939526,5.365291,-3.164246,-2.539651,-30.491157,3.512171,2.273084,5.380526,-3.489206,6.611789,8.675278,-15.771636,-5.032354,-9.276027,9.229817,-3.065864,3.337142,7.463644,-0.739729,-2.687645,-4.64138,-6.2267,6.01423,1.281827,5.252224,-0.537474,-2.318923,-6.522261,0.549853,0.216773,-4.547557,1.196613,-1.92176,0.262108,-0.44932,1.952843,-0.865266,1.450169,T
-12.331787,19.799794,34.793547,0.688731,-12.221501,-8.211558,7.116527,10.450527,3.059965,-7.298766,7.90369,15.498927,5.340427,-6.652252,-4.066381,7.476225,4.290244,9.463502,3.701504,5.707044,-4.350511,-9.229292,7.430922,0.685337,-2.792601,-8.899964,-22.712245,-7.064405,-1.49153,10.741804,-1.891839,-4.19837,2.430075,-6.371705,-2.308076,-1.744406,-2.679832,-0.621099,4.236552,-3.687837,14.426019,-7.513435,5.18705,3.308349,-7.405227,-14.283105,-5.711097,10.354259,-0.58878,7.214495,-1.923026,7.168979,-2.746451,5.145476,-1.382616,7.155957,15.508675,14.483893,F
29.780833,13.451666,20.854337,4.898795,-3.638796,2.515051,14.030385,3.841767,0.493573,-6.423409,7.168437,12.338583,6.250292,-2.45109,-4.64865,1.048637,15.408578,6.3967,-5.930625,-4.12517,-1.026658,4.720642,-2.298166,10.960922,-1.986078,0.266869,-4.813679,4.26948,2.973529,5.996424,-0.438163,-7.113108,2.909608,-3.179552,3.164554,-1.561493,4.477745,2.225992,7.221392,1.013053,10.010346,-11.718249,3.061235,2.618498,13.695503,-3.305693,3.991296,1.485456,-5.460887,0.39508,16.515606,-11.599992,7.915105,-0.501976,15.676146,-12.602014,-13.37726,-7.864355,F
20.670826,-25.366837,28.235682,-26.948645,-13.877052,-12.823467,-1.588696,-2.400608,16.407342,3.729131,-16.407273,-4.843928,-5.034005,-7.128304,-5.467434,-1.328429,-1.699883,-5.570438,-7.074665,-2.863943,16.127439,9.325368,-1.44592,1.614966,-6.223171,-9.485806,4.321622,-5.94587,-4.947266,12.227683,7.216794,7.298612,-5.192563,13.730092,-6.294438,19.474403,6.955769,18.249448,-2.42148,0.511318,6.507385,3.07187,5.053739,15.52358,-1.404626,2.507008,2.352488,2.051879,-8.743808,-4.480419,-5.899009,3.599348,-5.680819,-3.860338,-2.833638,4.01402,-5.864709,-0.724651,F
-38.087079,28.280029,26.275763,4.5787,3.622596,24.842884,-3.796028,-11.242473,-9.235993,-4.859631,5.609626,23.443457,7.777423,6.933236,17.150487,17.633496,-6.64038,2.977203,-9.048126,-14.586229,-18.110927,26.288328,5.636516,-6.995074,-13.092859,-4.288421,3.738344,-10.279953,8.655471,5.384835,6.608037,5.239231,0.559188,7.493467,2.782998,-2.341054,8.151217,-5.738626,5.062804,0.353411,0.191289,17.381861,-14.660915,4.192909,3.781732,0.79175,-1.039021,0.783397,4.687454,3.825284,-0.731473,-0.197021,0.485606,-2.777349,-1.492879,1.604541,1.21158,1.086245,F
-7.901117,-16.460405,8.047542,-23.391861,-0.379069,-17.5541,-9.223987,-4.293076,-7.829296,26.885261,-4.163277,6.643886,23.742133,3.534277,13.164713,-5.42893,-5.011458,14.528119,-17.412725,2.825276,-23.440609,-19.753569,-10.526256,-12.420884,9.456695,17.376764,1.320621,4.944384,-14.214871,11.897203,-4.291522,1.666594,7.813264,10.975661,0.61321,-5.829977,2.331348,7.531246,-1.40037,8.726739,0.990919,4.426901,3.895388,-2.752601,-0.85841,-2.285329,5.57314,-0.349939,-6.428029,2.025893,0.12751,-2.802502,3.294836,-0.898513,-1.598229,-0.027193,0.686561,-0.612766,F
47.586553,-11.384305,-5.761676,-2.889886,3.96489,-12.860675,-4.407401,-2.36388,-1.796074,10.07874,10.245248,3.679035,8.95376,-1.335479,-2.838279,-5.344749,1.289256,3.880892,2.278072,-6.323869,6.705206,7.448623,-0.493838,-0.130411,-1.152398,-1.851987,-2.789656,1.873416,-0.840159,-4.401494,0.508863,3.13808,-0.989653,0.271314,1.112415,-1.791303,4.639656,0.367841,-1.848685,0.597302,-1.546623,4.66485,3.29752,3.99758,3.292357,-1.728502,-4.271603,-1.225709,-3.811196,-8.251842,10.020203,5.245264,4.111089,3.190784,13.750953,9.126915,16.010192,-11.067426,T
44.503476,10.876756,-18.343513,-2.61397,16.737789,-3.359047,-13.452763,-1.303591,-11.575577,12.512623,-2.853387,4.128734,1.276509,-0.027242,-3.285669,-0.781996,-3.828642,6.679964,6.399285,-3.470767,6.719144,2.82405,-4.443478,4.792508,5.021993,-13.102697,9.918023,0.629881,0.05425,-1.662396,-0.182754,-0.981775,31.369782,-19.393256,-10.618054,-11.820621,0.935714,4.800287,4.409578,14.559701,3.087246,-1.211213,-2.311284,14.324811,4.935519,5.101006,2.131265,7.59431,11.731553,-6.93789,-6.777428,-0.324795,-1.676471,-0.270972,-3.552244,0.454536,-0.67813,1.841415,T
62.946047,-15.450215,4.777344,-9.40248,3.499585,-10.163268,0.64497,-5.920035,-8.465331,7.645077,-0.357706,9.365641,7.10596,0.558625,0.164442,-3.448211,-5.036686,-2.036925,1.21528,-5.095702,2.411445,-3.325449,-0.26626,-1.569294,2.20319,-2.367625,0.87626,-2.341711,8.169923,0.727537,-3.492216,-1.205019,-0.785573,-3.623986,-0.965851,3.83357,2.460966,2.848632,-2.177328,-8.520645,1.613723,-0.421366,1.095296,0.721906,-2.360638,-0.17719,-10.967808,-3.903609,-1.054354,-6.468407,-4.5408,-0.066099,0.863952,-0.849874,2.560297,-0.481951,-0.085769,1.53284,F
62.293043,22.525775,0.194228,-12.973092,27.992483,-12.085045,-12.29562,-9.092062,-4.617137,22.379067,1.74217,-2.04819,-1.112579,-7.0208,20.298844,-2.580179,20.436537,-22.628529,5.43647,3.227135,-2.43165,3.183583,16.215148,15.392876,-8.561651,-15.775041,-10.081405,6.968269,-14.105434,-6.713284,-4.252401,-3.342627,4.897341,22.384521,9.882695,-3.294778,-3.591526,-6.270037,5.215705,-1.03946,-1.524663,-0.633889,1.197898,-4.803432,-2.767945,4.537669,-1.097101,3.930825,0.595274,-2.796856,-0.528703,-2.219793,-0.26928,1.974036,-2.119861,-2.137507,1.096119,1.932487,F
58.161959,-23.188565,-6.851167,-6.412953,8.071614,-7.814978,-0.937195,5.286159,-6.130481,8.108885,16.473326,-6.367371,-15.941154,-0.250907,-2.01657,11.878581,8.924124,15.337488,9.853536,-6.243112,1.917728,2.664168,7.814037,-11.527763,-4.129869,-9.364895,-1.085974,-9.397976,-2.232258,4.733892,2.359444,2.694827,9.281031,-7.317451,2.674291,10.852026,-2.247441,2.993879,-4.467458,-2.765679,-5.663818,2.959006,4.139938,-22.321488,3.880262,-11.52578,16.318669,-5.826846,-2.390009,3.40165,-3.351568,3.062911,5.1783,-17.649409,2.130732,4.786217,-2.131505,-0.758377,T
53.536066,-21.306333,5.309716,-13.950961,3.539037,-11.501539,7.590857,-5.390141,-1.004365,16.24609,6.860989,2.454357,1.951499,-1.333995,0.145529,2.456191,1.834852,6.07961,1.457104,-7.906386,-10.486746,-7.045347,-5.06311,1.105178,9.198272,-2.701371,7.982331,-1.228727,1.1518,-3.423909,-1.217462,5.9395,-3.387901,-12.019601,10.595801,9.326306,8.759139,0.695958,6.49729,-22.159333,5.049903,1.468772,1.426832,-6.281889,3.124873,10.43055,-13.101489,-11.567317,9.839956,5.045831,0.641064,5.51055,-12.795083,6.814339,-2.731236,-8.85826,-0.345488,0.697199,F
22.828832,19.70869,0.61473,-5.614947,26.46764,-15.915239,2.298328,-16.419083,1.420108,-12.155968,10.049366,1.909291,7.950603,-5.693718,12.269281,-6.811218,8.862126,6.746518,-4.914691,-1.10139,-4.621328,-3.638512,1.602844,-8.281311,5.478754,-5.26607,10.434341,0.485642,-10.828339,-10.197552,-1.676675,-1.619245,-17.135563,-14.212799,-5.050973,11.632984,-5.307312,-8.896826,-15.319337,-8.024037,1.715618,-3.937029,-10.85145,13.00787,-2.409629,3.171826,12.733925,17.325415,-3.172817,3.638049,5.312841,-5.862598,1.17056,-1.565372,-4.698186,2.259281,-4.665063,2.476943,F
6.054805,2.439191,14.771581,-45.749137,-8.623817,4.176311,-4.726431,-0.8708,11.134036,5.813119,-6.573576,-9.701497,-19.107474,-11.901008,-10.113599,15.999654,4.775341,-12.387139,-8.08355,3.333418,-7.075161,10.997612,-1.482877,8.173742,10.945099,13.798837,-2.876897,6.023547,3.016721,1.709295,10.53118,0.8576,-0.570025,-14.202945,6.018687,-4.580853,-1.799156,4.30378,3.598439,2.336161,-4.589128,-1.716129,-8.021329,-9.793368,12.735017,12.19361,-1.08035,14.722162,-9.91491,7.166241,-1.387407,4.794531,7.285462,2.948649,-4.011751,1.293107,5.052464,2.77538,F
-48.1194,26.292108,23.05554,-41.308622,-6.08111,-14.281462,-12.137101,4.634076,13.659738,13.13688,-18.258785,-9.61491,-12.028763,-0.773534,-3.897042,5.423117,-9.871335,-11.863205,-16.076923,-1.463498,-4.517084,3.356401,15.541813,-17.55918,6.467068,-5.981422,-3.55157,-0.314583,9.560678,-13.663385,0.4475,4.72352,-0.544667,-5.103208,1.583348,-9.385192,-4.655231,-7.919229,-5.842364,-1.102747,5.490165,-5.018283,8.079024,6.174547,-3.012392,-14.789133,3.633074,-8.715013,13.63994,-4.424048,5.399405,-4.919679,-1.604412,-0.697831,3.087684,-2.11165,-3.204143,-3.752468,F
6.445228,66.285901,-24.64423,-63.022244,-6.824021,50.533087,5.790223,-7.044035,-19.99172,-15.498597,26.720052,-19.365935,20.046579,-7.720231,-9.63305,11.185185,-4.032312,-5.317806,5.096085,-0.943126,11.791466,-11.332617,-6.638808,-6.921296,2.085147,-0.657891,-3.825682,-5.486663,-5.968243,1.055187,-5.295006,-4.933077,-1.864407,6.913648,1.494283,1.363418,-3.808779,1.917341,1.992985,0.007396,-0.999079,1.822148,0.881327,5.293312,1.000313,-0.302707,-2.226843,-2.920549,3.657271,-0.545128,-0.28444,0.174629,-0.394281,-2.62034,1.244402,-2.787116,-1.005176,0.207744,F
23.116252,0.240538,11.894948,-8.837924,-5.061726,-2.569143,-0.646115,-5.472383,7.954619,-9.087476,-11.047226,4.773437,-0.264588,-6.921393,-5.753399,-15.165376,6.098105,9.571661,-19.7258,3.852875,10.709741,9.022417,-3.378863,4.074326,-1.18398,6.592263,4.196911,-20.619979,-9.253224,-15.720988,-13.964858,-17.271197,1.19571,-3.77497,2.313177,-2.136169,0.92846,-6.915997,6.055471,6.497917,-6.421528,11.032549,1.958037,-11.221171,-1.705773,-2.532643,-7.722885,-3.033271,-0.691334,2.705593,-4.908268,-7.367714,-4.287987,3.584342,8.727268,9.547384,-8.370579,9.20027,F
45.96434,-42.777536,7.157666,4.62046,-5.151576,3.003561,14.129195,-8.77089,2.365886,7.403883,0.949934,-5.082114,4.358589,-1.880018,2.442439,-3.77432,-4.334278,-1.298794,-1.419504,-0.699112,1.23832,-1.811297,-0.165539,0.954541,-4.622178,2.441843,3.306586,-1.114101,14.252544,-5.023412,0.056432,-7.921917,-9.187959,6.315915,-4.582214,-1.939089,-1.940276,-6.919263,-8.56651,7.755095,-9.502751,-5.185747,8.657101,2.389934,10.75637,0.489211,4.185871,-2.252682,2.938822,1.206756,-4.130288,-3.419119,7.977677,-8.14241,-3.790632,-13.130348,20.023226,6.210139,F
2.071095,-23.951027,14.390259,3.397307,5.40826,12.207933,1.221305,-15.837997,-0.046895,-9.511885,5.544905,7.044762,-13.681161,-15.374718,-0.11696,0.760504,9.272648,-4.474873,-1.271881,-2.078606,-8.716754,4.55495,-11.501701,3.069605,-4.003387,5.340912,1.808923,-4.848211,-5.613061,-1.214293,2.345101,-11.037964,1.744817,0.786669,-10.444044,-0.319222,-8.125432,0.16458,-5.782234,3.471773,-0.88359,-2.35228,3.941245,-3.228097,-0.050997,-7.514979,1.770549,-7.524049,2.940092,0.538273,-8.732346,-8.106423,-9.837505,7.070605,-18.519759,-3.439727,6.947571,-14.368821,T
-65.438101,-37.628583,-12.128694,-8.110328,0.485723,-13.17629,15.553818,11.337318,11.779522,-9.791707,24.529977,1.244646,-0.116171,3.823407,13.875637,-9.455595,10.236156,-15.677061,-10.536973,7.84016,8.303786,12.135499,-8.843806,-15.808843,1.174896,0.345503,-3.362171,-3.114773,-4.683559,15.759057,0.030702,6.470111,10.926176,-7.349461,1.149552,5.793151,2.960681,-15.141608,13.974894,0.919089,-8.296655,-11.460326,1.261666,3.206262,-7.446075,9.009278,3.784136,-10.611967,-0.182505,-6.110702,1.070114,0.8879,6.002073,6.130062,-4.504675,0.024042,1.572912,2.41706,T
-70.598431,-33.387549,0.75502,2.289291,15.016045,2.448117,-12.743471,7.574802,-3.210585,-7.034659,11.419438,-0.899349,-8.042589,2.529067,3.758834,-13.989465,10.118498,-18.503191,-2.125399,-4.862267,-5.073309,-7.476062,-1.559341,0.640079,-2.785839,1.063302,-4.839243,-4.578956,7.346798,9.289065,-13.636422,0.197925,-1.368181,2.908639,-1.283179,-16.682855,-0.069563,13.787328,-12.138242,-5.169641,1.304669,-4.562134,-4.485496,0.182844,7.76931,4.563273,-1.365702,-0.404068,1.443923,4.833406,-5.514083,4.072526,-9.350942,-6.550525,4.307571,7.701834,-8.313014,0.903101,T
43.03425,-24.750892,3.699008,5.748962,-4.126654,-5.172691,-2.831428,7.231839,2.506277,-1.936812,-0.482464,0.566727,-2.124077,-5.934159,-3.614151,-1.803972,-5.066964,-3.219726,5.324568,3.389487,1.232863,-2.953356,-0.087108,-10.665425,-2.743432,-0.711538,0.228241,-4.051242,5.008144,2.401529,0.867622,2.580748,-3.825823,2.925602,-0.288807,-9.218475,-0.085783,-4.231624,-4.954511,1.96443,-0.081797,-0.367197,-1.997841,0.888225,-0.572569,5.936505,-1.667838,3.328048,-3.492833,1.933333,-8.081224,-2.913402,2.008548,4.923232,9.752661,-6.878565,-2.028917,6.220754,T
9.281459,-15.819745,7.917599,8.230658,9.829703,6.682264,-9.187751,-9.690975,-0.66097,-16.329259,5.45604,3.803415,-12.545122,-9.746466,-6.871326,-3.485814,0.152482,-3.428976,1.28332,-2.336746,-3.743365,-0.325577,-10.52139,1.113323,2.544048,-0.449264,-4.398929,0.016253,0.926289,-1.47923,-6.01056,5.484967,0.834503,2.841668,-2.977033,-7.059861,2.114722,1.509759,-5.136396,0.222218,4.059071,-0.973673,1.980148,-0.503805,1.686284,-1.434379,1.294072,-1.828482,-2.274264,-1.032564,5.23101,6.122566,-3.656079,-0.224555,0.814775,1.85188,-1.367945,3.46067,T
-16.291009,-8.083909,0.521733,8.351926,21.333948,15.046699,-14.177052,-19.335984,1.097802,-16.194046,0.856402,4.727645,-13.609569,0.250303,2.509817,2.90136,0.124931,3.313429,-7.026773,0.640292,-4.59005,5.501268,-11.886058,3.157798,7.935977,-4.155742,-3.258938,5.888728,-0.715693,-6.950279,-2.591197,-0.431348,-2.707738,0.188705,2.53805,-3.090655,3.40264,2.418627,-6.148965,4.568616,3.648292,-1.632295,7.129624,0.63884,-5.078204,-1.587067,3.046823,-6.565053,-3.662665,-3.386807,12.764701,17.620721,-0.585978,1.183485,3.253752,-8.528269,3.811496,5.566506,T
