gene249,gene493,gene245,gene267,gene1635,gene1423,gene897,gene377,gene765,gene1494,gene822,gene625,gene1884,gene513,gene1843,gene365,gene1897,gene1772,gene66,gene1771,gene1060,gene111,gene824,gene1042,gene1582,gene812,gene26,gene391,gene1730,gene780,gene992,gene138,gene1247,gene892,gene1325,gene802,gene411,gene14,gene1634,gene1285,gene571,gene964,gene581,gene1421,gene739,gene241,gene1892,gene1293,gene609,gene1231,normal
1.05895,1.02057,1.01145,1.12261,1.76835,0.928112,1.56699,0.70518,0.135997,1.39229,1.38981,-0.390316,1.52619,-0.959614,1.24374,-1.57021,0.832899,-0.577775,0.970187,-1.17226,-0.718323,1.45427,0.288176,-1.74383,-1.50066,-0.122164,-1.29718,-0.489039,-0.050225,-1.32353,-1.77707,-1.94645,2.12103,1.53156,1.04866,0.033377,0.822366,0.061964,-0.547843,0.440555,-1.68236,-0.731827,-0.267776,1.51084,1.84319,-1.36105,0.464721,-0.620577,1.66149,0.040161,T
1.57605,1.77076,1.5735,1.56643,1.15771,1.66433,1.07333,-0.193367,0.939973,1.51957,1.43652,-0.742501,0.464037,-0.448451,1.27054,-0.585003,2.32443,-0.648038,0.220449,0.454598,-2.19259,1.01514,1.60952,-0.327921,-1.56279,1.58955,0.200882,-1.46684,-0.405359,-0.56643,-1.43879,0.024796,1.2657,1.60826,-0.357415,-0.862904,0.502012,1.06366,-1.65702,1.44066,0.592101,-0.960893,-0.275533,1.69996,1.51443,-0.42685,1.91059,-0.390914,0.819944,0.523334,F
0.030126,0.0915,-1.1418,-1.29431,0.256466,-1.23214,-1.47911,-0.137593,-1.27574,-0.998734,-0.814681,0.408603,0.978003,-0.076921,0.32156,1.56077,-0.570807,-1.01455,-0.601971,-0.10376,0.099636,-0.865263,-0.182079,0.247767,0.465937,0.371397,0.789484,0.231837,1.00526,1.12017,0.067244,0.819415,-0.429052,-0.740748,-0.107617,1.28207,1.45896,-0.015205,0.55689,-0.063933,1.65847,-0.588088,0.979085,-0.070253,0.009652,0.904817,-0.340433,0.619135,1.65342,0.131005,F
-0.157616,-0.605867,-0.70697,-0.528896,-0.714096,-2.399,-0.965835,-0.761555,-0.477421,-1.66023,-0.338188,1.10302,-0.022909,0.302623,-0.987474,1.59749,-0.005134,1.63779,0.701599,1.29574,0.919813,-1.17179,0.191892,0.92831,-0.016673,0.376875,1.23318,1.04911,1.05983,0.661468,0.540014,0.991608,-0.324867,-1.14013,0.478586,0.92673,0.817462,0.954973,0.365443,-1.23448,1.73172,0.697066,0.575527,-0.429681,0.327219,1.20603,-0.495257,0.26629,-0.825865,0.755582,T
-0.089325,-0.502564,-0.373917,-0.417712,-0.418085,-0.911255,-0.466957,-0.552491,-0.504203,-1.1708,0.002858,0.61061,0.789164,-0.301566,-0.879937,0.331564,-0.210578,0.988891,0.07843,0.299417,0.963417,-0.142185,-0.478148,0.005421,0.501312,0.13039,0.862574,-0.38617,0.551896,1.17316,0.927626,0.442042,-0.185507,-1.16679,-0.247855,0.457329,0.547735,0.156209,0.27357,0.067617,0.354646,0.015224,1.67021,0.421396,0.532049,0.22438,0.468867,1.00531,-0.682708,0.155658,T
1.40224,0.448844,1.64685,1.6256,0.74671,1.36077,0.570068,0.114126,0.888538,0.730165,1.68828,-1.8871,1.14845,-0.643549,0.530078,-0.758717,1.67077,-0.660027,1.40136,-0.953051,-0.353998,1.66272,1.50242,-1.08873,-3.24299,1.52307,0.131929,-1.8568,-0.116214,-0.701447,0.441401,-0.698884,0.925903,0.032779,-1.76304,-2.09821,1.74813,1.39249,0.560978,1.16002,-0.905747,-1.7522,-0.275803,1.43235,0.429912,-0.76431,1.11417,0.281015,1.41098,1.43506,F
-1.13505,-0.937252,-1.92121,-2.04057,-0.444261,-0.373469,0.450117,-0.164317,-1.92326,-0.199011,0.406752,-0.107927,-1.7595,0.648747,0.637037,0.496358,0.382629,-0.873236,-0.238865,0.614929,0.749852,0.030306,-0.643422,-0.126315,-1.30281,-0.188431,-0.010795,-0.600791,0.642414,0.852708,0.329879,-0.161888,0.707176,-0.553943,-2.14923,0.737926,-0.516387,-0.769534,-1.36746,-0.00684,-1.1663,0.99031,1.95333,0.1792,0.074812,-0.040048,-0.323548,0.267743,0.240337,0.294799,F
1.54202,0.314639,1.64203,1.71319,1.3945,1.05664,0.99799,0.749598,0.965813,1.42427,1.29745,-0.480854,0.828841,-0.123349,1.37309,-0.535473,1.98581,0.010416,1.69637,0.148174,0.11128,1.05512,1.87791,-0.564737,-1.3528,1.90788,-0.905322,-0.988739,-1.02072,0.040597,-0.908871,-0.145121,1.81291,1.15768,-1.55395,-2.00978,1.97312,1.12447,-1.02681,1.03985,-0.337174,-2.53125,-0.815263,2.09997,1.12411,-0.552436,1.70824,-0.773742,0.816297,1.44626,T
-0.086391,-0.213315,-0.178922,-0.132138,-0.607764,0.456182,0.593178,-0.75391,-0.842043,0.850578,0.737576,-0.726459,-0.70359,-0.755456,-0.009444,0.075539,0.643845,0.070715,0.208673,0.017456,-0.154311,0.832118,1.82474,-0.010266,-1.25293,1.75088,-0.933777,-1.83453,-0.943339,-0.65226,-0.087185,0.043938,1.68408,-0.342415,-1.98262,-1.28752,-0.104583,-0.324529,-0.791017,2.61122,-0.202737,-1.01169,0.862479,1.12652,-1.17179,-0.533856,0.595536,0.490584,0.457812,-1.57835,T
-0.818061,-0.567127,-0.955906,-1.06668,-1.72704,-0.306563,0.521374,0.001145,-1.30552,-0.949481,0.611445,0.19067,-0.368346,0.468686,-0.730315,0.357336,-1.26724,0.204608,-0.440247,0.297445,0.442739,-0.395757,-1.28726,2.00807,1.35381,-1.00627,0.117958,0.888166,0.660821,0.631247,1.50549,0.169185,-0.71798,-1.07017,0.264306,0.431382,-1.24047,-1.39987,1.16353,0.470493,1.37115,0.940247,1.19437,-1.22863,-0.284427,0.440579,-0.005179,1.24074,-0.891824,-0.817355,T
0.099149,-0.556259,-0.607802,-0.46786,-0.132253,-0.926462,-1.02402,-0.507101,-0.830158,-0.232768,-0.120651,0.844114,-0.552425,1.57332,0.073097,1.75677,0.257595,0.82643,0.59326,0.653618,0.798958,-0.496679,-0.527613,0.793294,0.167496,-0.683179,1.19202,1.23961,1.61722,0.714997,1.15817,0.366672,-0.441695,-0.433639,-0.614639,0.747593,-0.084061,-0.229063,0.084615,0.242751,1.9868,-0.005327,0.164785,0.205797,-0.581391,1.41563,-2.46453,0.553416,-1.55596,-0.503158,T
0.914962,0.347547,0.235323,0.122093,1.5602,1.08279,1.55783,2.21181,0.056917,1.51423,1.25762,-0.626193,1.85641,-1.04297,1.52578,-1.78299,0.955241,-0.871819,0.609682,-1.08435,-0.93106,0.934237,0.238121,-1.96795,-1.19841,0.293219,-1.57537,0.008804,0.200252,-1.11898,0.323377,-1.39257,1.63537,1.27876,-0.12309,-0.737789,-1.06122,-0.118578,-0.395562,0.576334,-1.55076,-0.484671,0.349985,2.03322,1.50329,-2.1743,1.92063,-0.134233,0.778135,0.619412,F
-0.788498,-1.28944,-1.05757,-0.929471,-0.455051,-1.09074,-0.392455,-0.212275,-1.61317,-0.403048,-0.690955,1.41968,0.514603,0.997405,-1.15589,1.369,-0.894954,-0.220162,-0.53026,0.467367,0.488824,-0.431701,-0.69845,0.064128,-0.036532,-0.106581,-0.338021,1.56298,1.25295,0.664416,0.59076,1.58558,-0.454221,-0.565687,-1.00625,0.767253,-0.112479,-1.33116,0.538977,-0.015822,-0.041332,0.79421,0.575565,-0.514673,-0.933368,0.169089,-0.558186,1.01023,0.087565,-0.480982,T
1.33129,0.694332,1.00439,0.88419,1.0154,1.17024,1.64428,0.365677,0.492348,1.22737,1.04098,-0.100459,0.808096,-0.656707,1.03969,-0.280169,1.66272,-0.173695,1.10655,0.017027,-1.19414,0.970625,2.20528,-0.3697,-0.944373,2.32036,-0.295383,-0.042334,-0.756619,-0.477613,-0.608694,0.273642,1.0753,0.50974,-2.13719,-0.45369,0.067367,0.696933,-1.13837,1.5529,-0.587174,-0.381638,-1.17057,1.68511,1.06594,-0.512808,1.14638,-0.445138,0.498231,0.657628,F
