Attr3252,Attr4847,Attr4196,Attr1882,Attr6041,Attr1834,Attr1745,Attr2111,Attr1779,Attr1829,Attr3320,Attr2288,Attr6201,Attr1674,Attr2121,Attr2402,Attr6919,Attr4366,Attr6005,Attr6806,Attr2363,Attr4951,Attr6281,Attr2020,Attr235,Attr6803,Attr1260,Attr760,Attr2546,Attr2642,Attr4973,Attr6225,Attr4052,Attr6797,Attr6855,Attr4328,Attr2354,Attr1249,Attr4653,Attr4229,Attr6967,Attr3183,Attr3847,Attr6373,Attr1291,Attr4936,Attr6185,Attr804,Attr2739,Attr1239,Attr5833,Attr4377,Attr2441,Attr2063,Attr6200,Attr2335,Attr6184,Attr3258,Attr6561,Attr461,Attr922,Attr5683,Attr3714,Attr4291,Attr6376,Attr5637,Attr4107,Attr2186,Attr1598,Attr1400,Attr4373,Attr1615,Attr4167,Attr6539,Attr1369,Attr157,Attr6584,Attr1394,Attr1928,Attr4389,Attr490,Attr1144,Attr2242,Attr6405,Attr6347,Attr5772,Attr3469,Attr5280,Attr173,Attr6847,Attr5501,Attr1685,Attr88,Attr5552,Attr1157,Attr343,Attr6761,Attr283,Attr2043,Attr4188,class
-0.525202,-0.83004,-1.01361,-0.460224,-0.633928,-0.506903,-0.902299,-1.06233,-0.519131,-0.797645,-0.6119,-0.536753,-0.543722,-1.14548,-0.624085,-0.338051,-0.758917,-0.750107,-0.773698,-0.434432,-0.979461,-0.329007,0.280002,-0.241568,-0.07474,-0.393675,0.452131,-0.426037,-0.867977,-0.632559,-0.233685,-0.580638,-0.863174,-0.388213,-0.431336,-0.248433,0.311313,-0.774625,-0.36165,-1.20345,-0.670102,-0.993438,0.310244,-0.050706,-1.33128,-1.62409,-0.603921,0.471007,-1.09419,-0.385863,-0.865067,-0.878971,1.86027,-0.58181,-0.412969,-0.828476,2.12329,-0.884082,0.349029,-0.092608,-0.459603,-0.406613,-0.075195,0.196631,-0.292691,-0.105775,-0.537758,-0.941628,1.04076,-0.882815,-0.477954,-0.98581,0.67718,-0.351459,-1.19617,-0.624196,-0.296567,-0.588217,1.37462,0.148045,-0.102223,-0.208404,-0.076278,-0.346254,-0.06438,0.253972,0.515806,-0.844416,-0.066498,-0.169272,-0.63804,-0.55814,-0.704833,-0.459534,-0.526575,-0.928194,0.660463,-0.948495,-0.544712,-0.377305,T
-0.696862,-0.714273,-0.543013,-0.597168,-0.521962,-0.852195,-0.397372,-0.617924,-0.527181,-0.482278,-0.557627,-0.577855,-0.562868,-0.760499,-0.651686,-0.437027,-0.500471,-0.425336,-0.345895,-0.886703,-0.058331,-0.596828,0.371777,-0.475887,-0.290669,-0.94436,-1.30299,-0.446252,-0.122933,1.04144,1.41537,0.661728,0.897379,-0.967112,0.974917,0.332433,0.408134,-0.684064,-0.626207,0.162742,-0.707526,-0.430571,1.14741,-0.479479,-0.030319,-0.126706,-0.693127,1.17895,-0.174658,0.540532,-0.457137,-0.383294,1.25171,-0.724341,-0.533651,0.525941,1.16981,-0.463178,-0.429665,-0.227179,-0.898219,-0.361816,0.116896,0.526712,-0.751453,-0.784134,-0.649041,-0.522192,-1.05527,-0.030651,-0.484836,-0.84521,0.514325,-0.648705,-0.476809,0.033011,-0.006167,-0.787767,0.285144,1.49932,-0.077011,0.024648,0.110499,-0.779281,0.37912,1.60825,-0.617923,-0.461946,-0.324183,-0.285994,1.48588,-0.328542,-0.810284,0.021899,-0.425981,-0.14185,0.933095,-0.197042,-0.618923,-0.102964,T
-0.573825,-0.378206,0.154108,-0.587216,-0.837986,-0.441783,-0.938278,-0.866369,-0.501847,-0.712194,-0.140593,-0.535705,1.17053,0.461165,-0.619613,-0.466415,-0.675172,-0.668463,-1.04228,-0.747383,-0.566933,-0.880894,0.441323,-0.289141,-0.809233,-0.79268,-0.491876,-0.489464,-0.352426,0.737058,-0.051486,1.30572,-0.736326,-0.906487,-0.559359,0.351272,-0.551642,-0.790976,-0.046991,-0.514998,-0.849856,-0.727271,-0.191763,-0.492254,-0.192007,-0.273372,-0.822597,-0.305916,-0.117158,0.745806,-0.630327,-0.796619,0.59561,1.09755,0.698746,-0.053527,0.292154,-0.525165,-0.448305,-0.953699,-0.225492,-0.499753,-0.502751,-0.37935,-0.533798,-0.716562,0.220759,1.89127,-0.179281,-0.708528,-0.456788,0.034771,-0.014631,-0.262563,-0.017777,-0.357955,-0.484253,0.138856,0.107761,-0.405567,-0.303553,-0.551346,-0.481744,-0.200098,0.791666,-0.381647,-0.709226,-0.96549,-0.142237,-1.04771,-0.363707,0.062204,-0.954994,1.46547,-0.562561,-0.7366,-0.340432,-1.01271,-0.27223,-0.762261,T
-0.626539,-0.548824,-0.49244,-0.540056,-0.362371,-0.675491,-0.668186,-0.669669,-0.495368,-0.693172,-0.596864,-0.500713,-0.553711,-0.959499,-0.626244,-0.553718,-0.550049,-0.301115,-1.06608,-0.771587,-0.843261,-0.625226,1.11577,-0.914442,-1.03695,-0.85951,-1.24436,-0.472576,0.045068,1.8822,0.776985,2.43722,-0.722348,-0.8221,1.19638,0.128263,0.925626,-0.669652,0.018104,-0.34041,-0.712667,0.083569,-0.908626,-0.559001,-0.130358,-0.186765,-0.708712,-0.380005,-0.85692,1.01893,-0.067522,-0.288796,-0.514122,-0.522453,-0.471932,2.08083,0.514541,-0.490964,-0.812698,-0.252889,-0.362439,-0.702961,-1.26579,-0.91197,-0.583657,-1.01466,-0.642034,-0.588962,-1.08842,-0.40513,-0.396773,-0.05164,0.968031,-0.535444,-0.044048,-0.504628,-1.00041,-0.123034,-0.01983,0.818531,-0.391312,1.16844,-0.594926,-0.928165,0.253586,0.368041,-0.979346,-0.400091,-0.836323,-1.0001,0.076074,0.986959,-1.04963,1.13545,-0.433587,-0.815964,1.40841,-0.606565,-0.529781,0.036696,T
-0.411325,-1.16331,-0.966071,-0.524403,-0.857564,-0.501368,-0.218739,-1.7159,-0.524553,-0.624706,0.132343,-0.566986,-0.537857,-1.06942,-0.271557,-0.506723,-0.603527,-1.35948,-0.650847,-0.290006,-1.00687,-1.08669,-0.564275,-0.630502,-0.222911,-0.230171,1.29547,-0.382842,-0.342657,0.484456,2.18485,0.605533,-1.00942,-0.180929,0.22035,-0.503708,-0.150866,-1.00833,1.08951,-1.41173,-0.858437,-0.513227,-1.29324,-0.331738,-1.50447,-1.37218,-0.989375,0.290142,-0.063295,-0.596335,-1.79331,-0.588369,-0.326696,-0.788589,-0.510761,-0.097712,1.06681,-0.672154,0.665759,-0.138352,-0.604447,-0.495221,1.67849,-0.716133,-0.634337,-0.749328,-0.656228,-0.971416,1.91797,-0.533935,-0.54298,0.245794,0.387327,-0.799676,-1.66508,1.20637,-0.212519,-0.953349,0.122635,0.670492,0.002063,-0.534215,-0.581901,-0.088475,-0.505521,0.178488,0.234144,-1.48794,-1.24246,2.23562,1.18225,0.002703,0.096664,-0.009721,-0.125132,-0.641518,-0.078592,-0.456755,-0.62066,1.72564,T
-0.503443,0.497135,1.50277,-0.371543,0.0346,-0.346055,-0.185924,0.808576,-0.464909,-0.105826,0.34363,-0.501987,2.25285,1.00248,0.481295,-0.471322,-0.630242,-0.342864,-0.526339,-0.353414,-0.0438,2.02755,-0.609118,1.56493,-0.726051,-0.247221,-0.408005,-0.40297,0.518467,-0.965526,-0.550621,-0.98209,0.395891,-0.31671,-0.899859,-0.849488,-0.746203,2.89623,2.20394,-0.222661,-0.544757,0.773553,1.26127,0.666529,0.093633,0.345518,-0.154742,-0.411054,-0.362343,-0.361451,-1.55915,-0.089942,-0.699836,-0.270259,2.35323,-0.926215,-0.343729,2.16526,0.95627,0.882889,2.52696,1.5497,0.343366,-0.061956,0.633504,0.501308,0.321108,1.82321,-0.049014,-0.539771,-0.073435,-0.47891,-0.078728,1.63793,0.163536,2.80543,0.068946,2.22993,-0.466279,-1.86911,-0.486102,-1.08787,0.899218,-0.074071,-0.696923,-0.959702,-0.324186,-0.93791,-0.076666,0.569038,-0.87752,-0.943031,-0.373548,0.391152,-0.616616,0.51806,-0.963898,1.02665,-0.494825,0.440804,F
0.742518,1.27334,1.91828,0.694847,0.77855,0.47705,0.82956,-0.014928,-0.147408,0.301377,1.65205,1.50405,0.014045,0.094781,-0.12037,2.88258,2.22832,1.42557,-0.141229,0.304145,1.65618,0.568192,-0.407852,1.29221,0.70484,0.127027,0.873753,0.306755,-0.142505,-0.792131,-0.760018,-1.09321,1.96538,0.132105,-0.852113,-0.637892,-0.598403,-0.06019,-0.489818,1.03052,0.432929,-0.564586,2.58777,-0.344739,0.299621,0.518304,0.257317,-1.26286,-0.7143,-0.370306,0.978177,0.586174,0.046532,0.349574,-0.005767,-0.551284,-1.23827,0.622748,-0.662442,0.918177,0.513781,1.99224,-0.388614,-0.724108,0.442711,-1.016,0.016094,-0.694464,1.33072,0.916211,-0.01591,2.5914,-1.72054,1.71089,0.286744,-0.49382,-0.399906,0.980701,-0.852076,-0.007765,-0.812664,-0.588914,2.29689,0.503488,-1.07771,-0.639145,-0.588458,1.31365,0.012742,0.934188,-0.946899,-0.73105,-0.473757,-0.636558,-0.048486,0.741614,-0.973627,-0.40195,2.24646,0.950031,F
0.816265,2.72645,2.37374,1.86081,2.26823,1.38622,2.33883,1.47299,-0.482174,3.38292,2.8127,1.57243,0.562428,1.13347,2.13626,1.07148,0.742311,1.27604,2.57974,0.895899,1.31423,-0.172084,-1.49876,1.6955,1.44241,0.760552,2.56113,3.97682,0.306374,-0.861466,-1.50572,-1.20731,1.26804,1.06417,-1.05631,-0.704418,-0.952682,1.63902,0.302727,1.57151,2.39576,2.06103,1.76269,2.51611,1.69833,1.03062,2.95045,-0.632391,1.52465,-0.006764,3.48256,5.2679,-1.28013,-0.310424,0.274285,-0.99176,-0.826278,4.04684,0.57817,0.900032,2.77464,1.12734,0.210363,0.290731,0.908939,2.54287,3.01429,1.29483,1.91201,1.98327,3.93425,3.41351,0.164993,-0.483021,0.616432,1.49379,2.22602,1.90157,-1.49626,-2.06898,-1.70695,-0.859074,0.995949,1.07967,-1.42609,-1.13006,-0.251699,4.47684,2.83077,1.70434,-0.853776,-0.740302,1.72962,-0.79332,0.75974,3.58398,-0.812301,1.64972,2.6061,1.016,F
2.02431,0.135378,0.86303,0.722325,-0.159089,2.19653,0.386286,1.43911,1.33788,1.50985,2.06646,0.956275,-0.189243,0.279085,0.682255,0.792867,1.0335,0.220833,1.4663,1.36682,0.428323,1.36611,-0.751904,1.02071,1.38075,1.09972,0.740999,-0.05357,1.64685,-0.851517,-1.2389,-0.74514,2.54633,0.619755,-0.773659,-0.564824,-0.8154,0.083457,1.10947,0.274198,0.841895,2.10932,2.49969,0.085667,0.547496,1.44655,1.31547,-1.12243,0.341758,-0.468623,1.13817,0.653547,-0.715531,-0.387828,-0.283687,-0.968995,-1.15464,-0.591661,1.13487,0.658322,-0.406945,1.4174,1.12992,-0.425711,1.21187,1.50657,0.931189,0.989471,0.580809,-0.285287,0.183278,-0.57415,-1.35974,0.229777,2.24603,0.248325,0.064881,-0.405182,0.657354,-0.72777,-0.865905,-1.03158,-0.138448,2.53354,-1.47869,-1.11442,1.27367,0.24433,0.662327,-0.172364,-0.686201,-0.715325,0.670658,-0.984682,-0.420761,2.57152,-0.8441,2.1509,-0.301103,0.857717,F
-0.554628,1.12828,-0.041503,1.57609,0.654375,0.702878,2.47668,2.30327,-0.50119,0.697623,1.42912,-0.453719,1.76387,1.38522,1.71373,-0.398749,-0.188887,-0.326981,0.519746,0.734005,-0.065804,-0.332708,-0.450042,0.780815,-0.216888,1.32057,-0.233671,-0.361204,2.53697,-0.864499,-1.27949,-0.54865,-0.140198,1.2527,-0.510533,-0.848578,-0.851426,1.28843,1.22008,0.141607,0.732362,1.20645,2.02393,0.345665,0.166015,0.575686,1.11645,-0.075807,1.00539,-0.146117,-0.801873,0.403516,-0.194797,-0.430308,1.42083,-0.895013,-0.444363,0.230512,1.8282,0.566832,0.200089,2.26081,1.59001,-0.116296,0.104202,1.48491,-0.113474,1.16465,0.906125,0.330374,0.357762,-0.799744,-0.559772,0.173161,0.578875,0.952072,3.16769,0.503397,-0.609454,-1.0872,0.167551,-0.031335,2.05519,-0.700769,-1.06436,-0.837838,0.197455,-0.725644,-0.170102,0.116006,-0.600743,-0.454127,0.445065,-0.676315,0.263512,0.992043,0.459485,1.16938,0.290187,-0.772565,F
1.29628,1.16473,1.7167,0.051335,2.00265,-0.144185,3.0448,-0.107399,0.746826,-0.353458,-0.082864,0.06531,3.21405,1.66652,-0.145003,0.111165,0.682635,1.23703,1.51926,2.70527,1.93395,0.331965,-1.70488,2.74012,-0.558706,2.70403,-1.09412,-0.06234,0.914742,-0.966446,-1.58059,-0.787162,0.32376,2.94828,-1.12721,-0.721115,-0.567327,1.19592,1.63382,0.357138,-0.283421,1.74028,1.90117,1.50055,0.017419,-0.116885,0.601991,-0.461026,0.873974,-0.503056,-1.22566,1.03536,-1.77171,-0.051565,2.94553,-1.24302,-0.780438,1.39982,1.64028,-1.00088,1.60001,-0.077433,1.89992,-0.330904,-0.032559,0.833005,1.12734,1.74723,-0.563436,-0.171886,0.820059,0.348831,-1.12266,1.20542,-0.86324,3.49901,1.56245,2.45948,-0.96914,-1.80107,-0.664893,-1.42623,2.97128,-0.278682,0.793177,-1.20502,0.330254,0.18342,0.172905,1.4214,-1.04654,-0.851834,-0.105069,-0.561406,-0.309387,-0.593247,0.560402,0.712728,2.43691,-0.453221,F
2.07794,0.98079,1.76655,-0.27943,-0.041588,2.4218,1.24055,1.41661,0.635857,1.87495,1.37983,0.957302,0.936433,0.310104,1.06972,1.78356,0.428326,0.308542,0.483193,0.31776,1.51913,0.745683,-1.00851,1.46922,1.34769,0.294796,2.25743,-0.145476,1.47778,-0.713501,-0.837212,-0.899512,1.85621,0.361845,-0.903153,-1.00704,-1.03563,0.740326,0.987397,0.556793,1.05412,0.709074,0.914357,1.79926,2.78618,0.059356,0.506826,-1.20858,0.222492,-1.10634,0.799609,0.659677,-0.709562,0.195785,0.534587,-0.710063,0.059586,1.06707,2.06432,1.80756,-0.598457,0.52338,-0.037628,-0.846375,0.855469,2.07892,0.393899,1.74246,0.211211,0.50433,-0.054992,0.569324,-0.947732,-0.090564,1.94497,0.067836,0.817849,-0.601228,-0.787023,-0.420002,-0.091864,-0.775777,-0.361673,-0.463584,-1.11527,-0.765652,1.50255,0.55453,1.02905,-0.011637,-0.359898,-0.699982,0.928401,-0.999399,-0.144119,0.370666,0.393772,1.2998,-0.360509,1.18257,F
0.95268,-0.120407,0.132511,-0.274433,0.063101,1.09006,0.099875,-0.603539,2.07699,1.24246,1.13572,-0.538242,-0.526202,-0.468096,0.40768,-0.327416,0.064933,-0.089933,0.634923,-0.205703,-0.275413,1.87919,-1.08897,0.877324,0.598539,-0.195678,0.635508,-0.034628,0.451515,-0.698773,-0.842463,-0.706677,-0.004394,-0.204013,-0.656913,-1.08858,-1.12404,-0.608564,-1.01926,-0.252182,-0.373812,0.159654,0.062263,0.925566,0.553015,-0.434724,-0.125504,-1.12521,0.526361,-0.924187,-0.183289,-0.284898,0.387291,0.086253,-0.4582,-0.832251,-0.62997,-0.630193,0.449218,2.22313,-0.397611,0.771845,0.322529,-0.864541,0.174372,0.207959,-0.22685,-0.60969,1.21374,-0.731669,-0.304965,0.182792,-1.08159,1.07133,-0.213117,-0.502118,-1.06441,-0.935411,-0.356668,-0.373247,1.12074,-0.99335,0.246254,0.371049,-0.917561,-0.840361,0.474586,-0.274346,0.044855,0.507801,-0.879222,-0.808965,-0.227689,-1.03303,-0.374067,-0.73971,0.256656,-0.341423,-0.458923,-0.253588,F
1.57582,1.78795,2.06189,2.24999,2.88898,0.886895,2.17538,2.2572,-0.240822,2.96686,2.71834,0.71308,2.27509,1.90358,3.23413,0.664935,3.75562,1.66038,3.05543,3.17302,1.12302,0.226611,-1.62221,0.801423,1.49487,3.07712,1.31734,2.61976,-0.37365,-0.977391,-1.43991,-0.752759,1.1754,3.23611,-1.22794,-0.738472,-0.796997,2.16526,1.00195,2.13162,2.91563,-0.003523,0.387237,1.84187,2.45836,0.800015,2.86663,-1.08993,2.75491,-0.652052,2.1369,2.70362,-1.66385,0.770986,2.32109,-1.00164,-0.045784,1.2828,2.10252,0.315587,1.87785,1.2129,1.12984,-0.907377,2.04653,1.99646,4.46927,2.91399,-0.213491,2.93089,4.78396,1.7984,-0.514348,0.11813,1.34331,1.94841,2.54242,2.096,-0.812875,-0.952297,-1.84302,-1.51324,1.97143,2.48458,-1.10003,-1.15465,0.64848,2.06324,1.01062,1.47516,-0.621433,-0.739115,2.41675,-0.138935,2.73123,1.7851,-1.09533,1.06772,1.9229,0.013871,F
0.175134,0.662496,1.57141,1.64813,1.10223,-0.136808,1.99015,1.73025,-0.375154,1.02071,1.32334,1.4019,2.85011,1.5892,1.50441,1.06047,2.47359,-0.079584,0.571064,2.66895,0.161956,1.27577,-1.22122,1.66808,-0.187811,2.67122,0.576315,1.27802,-0.511414,-0.890674,-0.775171,-0.962772,0.235778,2.89115,-1.08978,-1.14416,-0.926291,1.9892,1.12358,0.985224,0.14411,-0.500427,1.14418,3.25749,-0.460239,0.891023,1.35365,-0.713176,-0.131195,-0.738318,1.01105,1.60945,-1.3701,-0.503997,2.85738,-0.655399,-1.12797,1.90528,0.693636,1.02949,1.70797,-0.029948,0.800398,-0.364153,-0.384595,0.236412,0.194112,1.31717,0.566698,0.228743,1.592,3.09588,-1.47579,2.75997,0.685986,0.992991,1.05652,2.12063,-1.06494,-1.90364,-1.68064,-1.08807,2.25025,0.87182,-0.298842,-1.25634,-0.821699,0.757872,1.31647,0.958734,-1.09227,-0.765864,0.97091,-0.834935,0.81498,0.441609,-1.06061,0.609703,2.21115,1.69297,F
0.034248,0.175474,-0.680418,-0.265099,-0.15696,-0.313818,0.012757,1.66705,0.395664,-0.522802,1.15398,-0.025924,1.25153,1.50397,-0.289541,-0.105446,-0.64256,-0.069896,1.81203,-0.430903,-0.735074,0.531071,-1.2889,1.27661,-0.555517,-0.182698,0.36824,0.224149,0.212204,-0.864324,-0.800067,-0.52593,1.17577,-0.251752,-0.928419,-1.30045,-0.656581,0.058073,1.94388,-0.698412,-0.832302,0.128773,0.949073,0.41977,0.114883,0.433035,-0.740433,-0.831293,-0.035877,-1.45301,-0.575847,-0.150615,-0.626429,-0.340299,0.869449,-0.619542,-0.338494,2.08801,0.524715,-0.523222,-0.17934,-0.837544,0.246512,-0.503336,-0.732891,0.258007,0.072827,0.107575,-0.549716,-0.5544,-0.407201,0.919062,-1.69987,4.1228,0.464241,0.142999,-0.175457,2.98414,-1.05626,-1.80339,-1.76637,-1.0295,0.842867,0.839559,-1.28041,-0.993868,0.264502,0.198108,-0.042929,1.81652,-0.999583,-0.790706,-0.324444,-0.79866,-0.371611,-0.51734,-0.531684,-0.505878,2.43885,0.435592,F
-0.521302,-0.678959,-1.07345,-0.55166,-0.884147,-0.454162,-0.742778,-0.08454,-0.439346,-1.18953,-0.20545,-0.557649,-0.441835,-0.751694,-0.787464,-0.442222,-0.325499,-0.714395,-0.436526,-0.660291,-0.788236,-0.611454,0.496574,-0.661666,0.033591,-0.675407,-0.097047,-0.450434,-0.557051,3.21894,0.40123,0.171283,-0.682194,-0.747624,0.585927,0.632786,0.189641,-0.553072,0.358947,-0.896796,-0.932069,0.286246,-0.698864,-0.53639,-0.925659,-0.408493,-0.789063,0.572294,-0.688115,1.47617,-0.635866,-0.426202,-0.503773,-0.438487,-0.373482,1.24252,2.30572,-0.860609,0.113091,1.02712,-0.583904,-0.395448,-0.253496,-0.096247,-0.315325,-0.059477,-0.51943,0.403103,-1.42632,-0.308611,-0.594877,-0.108606,-0.123874,-0.828842,-1.06535,1.34646,-0.11924,-0.150705,1.67825,0.915734,-0.88787,0.468274,-1.00078,-0.350538,-0.25381,-0.315866,-0.46078,-0.931242,-0.861075,1.25508,0.467773,1.88947,-0.039101,0.397336,-0.389458,-0.689984,0.637721,-0.707789,-0.61977,-0.557832,T
-0.521593,-0.70825,-0.635742,-0.525482,-0.599274,-0.206977,0.185797,-1.01471,-0.524474,-0.934008,-0.224616,-0.622066,-0.53522,-1.17837,-0.73042,-0.395806,-0.452005,-0.469568,0.899021,-0.736824,0.39196,-0.786982,-0.265763,-0.789692,0.00024,-0.764484,-0.414364,-0.42934,0.215503,-0.302626,0.706486,1.70017,-0.677204,-0.798747,-0.401915,-0.349104,-0.989774,-1.07093,0.191079,-0.687684,-0.843773,-0.962391,-0.635386,0.325442,-0.932735,-0.162757,-0.674645,-0.628834,-0.728448,-0.600138,-1.61267,-0.351709,1.26441,-0.725437,-0.410868,-0.684023,-0.575484,-0.882333,-0.353406,1.46058,-0.566453,-1.05546,1.2043,-0.431187,0.653719,1.55859,-0.41688,-0.611816,1.08952,-0.470615,-0.211448,-0.777584,-0.116055,-0.510503,-0.467238,-0.475732,-0.625298,-1.14501,-0.176524,0.471572,0.542052,1.05289,-0.07742,-0.29869,0.725873,-0.516353,-0.196763,0.400976,-0.462645,-1.14297,-0.209582,0.723633,-0.103007,-1.01641,-0.512111,-0.803784,1.04087,-0.257041,-0.374701,0.690858,T
-0.591709,-0.634837,-0.683167,-0.565077,-0.469493,-0.687658,-0.296047,-0.568437,-0.517424,-0.291481,-1.03587,-0.501822,-0.579,-0.983958,-0.667881,-0.4261,-0.65463,-0.562598,-0.808322,-0.544353,-0.288277,-0.249862,1.14145,-1.46602,-0.106296,-0.597549,-0.379653,-0.371706,-0.510086,0.286445,1.10611,0.455726,0.039124,-0.546102,0.6577,0.303914,1.38045,-0.564706,-1.0882,-0.096671,-0.60221,-0.679282,-0.320128,-0.893151,-0.021353,-0.687596,-0.715766,0.301434,-0.944602,-0.197369,1.079,-0.717187,0.066954,-0.462507,-0.423658,0.95244,0.002724,-0.642029,-1.08635,-0.86465,-0.597195,-0.721501,-0.074786,0.116767,-0.707027,-0.021542,-0.562828,-0.489698,-0.01662,-0.420493,-0.494585,-0.400404,0.366669,-0.400376,-0.275293,-0.659349,-0.728227,-0.831925,-0.007242,-0.056156,-0.057712,0.169905,-0.279729,-0.517383,0.114921,0.850153,-1.04971,-0.049882,0.074583,-1.48741,0.658138,-0.343737,-0.236531,0.231087,-0.570873,-0.364057,-0.528675,-0.717563,-0.547067,-0.226067,T
-0.6624,-0.754648,-0.745284,-0.504106,-0.238905,-0.575608,-0.656541,0.477933,-0.359711,-0.796541,-1.54256,-0.515076,-0.393213,-0.044556,-0.727262,-0.495155,-0.236948,-0.305294,-0.47286,-0.128035,-0.788659,-0.212835,-0.082984,1.05011,-0.786529,0.304736,-0.897633,-0.407762,-0.954916,0.636274,1.14692,-0.61696,1.69364,0.297175,0.938362,0.010941,0.921025,-0.114949,-0.873381,-0.631564,-0.709871,-1.13917,0.411009,0.112764,0.089188,-0.142504,-0.646155,0.388849,-0.570885,0.974796,-0.225852,-0.499369,-0.299523,-0.194776,-0.413221,1.16945,1.33793,0.339377,-0.478353,-0.808562,-0.422988,-0.73587,-0.101138,0.663427,-0.487085,-0.851446,-0.311581,0.987695,-0.703634,-0.524275,-0.512204,-0.103208,0.54274,2.22707,-0.010173,-0.783064,-0.914801,0.046182,-0.414795,-0.501188,-0.308732,-0.693924,0.276538,0.983257,-0.492194,-0.264049,-0.754268,0.038491,-0.866321,-0.220974,-0.476271,0.573335,-0.307934,1.77531,-0.371882,-0.660737,0.457993,-0.543841,1.59834,-0.712527,T
-0.395312,-0.796828,1.18128,-0.551662,-0.715326,-0.572572,-0.632491,-0.834268,-0.321522,-0.235699,-0.76261,-0.49018,-0.555313,-0.364919,-0.572736,-0.174286,0.458195,-0.466497,-0.198943,0.350316,-0.57895,-0.68058,0.00289,0.315415,-0.028111,0.274113,-0.472662,-0.229005,-0.819811,0.05697,0.021297,0.743111,0.375609,0.382,1.37436,0.184034,0.161289,-0.785565,-0.349331,-0.596039,-0.273783,-0.74096,-0.112791,-0.782629,-0.304253,0.356096,-0.128249,-0.351402,-0.532967,-1.09397,-0.001132,-0.379682,0.705138,-0.282794,-0.461739,0.579553,0.63416,-0.578407,-1.00653,-0.143626,-0.394491,-0.635746,-0.244749,-0.575206,-0.449186,-0.669904,-0.402633,-0.884688,0.028195,0.028087,-0.286966,0.211812,0.245317,1.09319,0.033297,-0.601526,-0.089118,-0.067228,-0.539442,-0.329262,-0.917789,0.626233,-0.120315,0.253061,0.60843,0.526425,-0.699937,0.090259,-0.169095,0.022429,-0.228118,1.49188,0.826242,0.902806,-0.107271,-1.2749,0.100254,-1.53548,0.317285,0.245193,T
-0.727484,-0.867476,-1.02445,-0.446681,-0.654509,-0.48364,-0.582219,-0.319647,-0.525639,-0.128534,-1.30226,-0.470702,-0.570695,-0.765133,-0.668221,-0.485578,-0.456039,-0.681021,-0.99109,-0.425238,-0.828957,0.617627,1.68599,-0.913526,-0.865159,-0.501693,-0.418003,-0.444951,-0.947166,3.14214,0.75611,1.17452,-0.514214,-0.533905,1.31783,1.10175,1.08375,-0.799659,-1.25322,-0.323602,-0.749894,-0.637126,-0.670796,-0.960731,-1.00212,-0.516766,-0.81435,1.26318,-1.1088,0.782378,0.103608,-0.638215,0.468659,-0.385307,-0.426492,0.809421,0.352097,-0.691104,-1.02949,0.272795,-0.282451,-0.133454,-0.770964,-0.307542,-0.613141,-0.154012,-0.830459,-0.618015,-0.750265,0.221989,-0.542855,-0.653627,0.518934,-0.708432,-0.246151,-0.808658,-0.560258,-0.364651,1.04978,0.93201,-0.616461,0.570931,-0.141713,-0.419518,1.11173,0.596579,-0.589761,-0.314093,-0.088104,-0.751655,0.259012,2.08637,0.293468,-0.515977,-0.501448,-0.128755,-0.38265,-1.50878,-0.476274,-0.312743,T
-0.581599,-0.804721,-0.623842,-0.521849,-0.032737,-0.493263,-0.801422,-0.664843,-0.538533,-0.245714,-0.937053,-0.465813,-0.543672,-0.07092,-0.516187,-0.433819,-0.443913,-1.05655,-0.580034,-0.787062,-0.780168,1.17788,0.661919,-1.1559,-0.268143,-0.762639,-0.314607,-0.423319,-0.549945,0.482258,0.207718,0.818884,-0.54181,-0.763955,0.436207,0.346376,1.81161,1.28613,-1.60059,-0.260191,0.661217,-0.1779,-0.670907,-0.919933,0.052296,-0.395675,0.249243,-0.090504,0.120375,0.367057,0.306618,-0.312632,0.595746,-0.233133,-0.432525,1.26388,-0.942416,-0.814184,-0.972771,0.72161,-0.199885,-1.38316,-1.58339,-0.328698,-0.37073,-0.447126,-0.376782,-0.139145,-0.560766,-0.539925,-0.245076,-0.920125,0.927687,-0.370788,-0.422964,1.26792,-0.414241,-0.318074,-0.145197,0.5373,-0.657105,-0.238504,-0.251665,-0.536563,2.05794,0.199298,-0.788667,-0.49918,-0.154075,-0.195948,-0.016603,3.19581,-0.730847,-0.497641,-0.54072,-0.005457,-0.603549,-0.758502,-0.481176,-0.515684,T
