Attr3252,Attr4847,Attr4196,Attr1882,Attr6041,Attr1834,Attr1745,Attr2111,Attr1779,Attr1829,Attr3320,Attr2288,Attr6201,Attr1674,Attr2121,Attr2402,Attr6919,Attr4366,Attr6005,Attr6806,Attr2363,Attr4951,Attr6281,Attr2020,Attr235,Attr6803,Attr1260,Attr760,Attr2546,Attr2642,Attr4973,Attr6225,Attr4052,Attr6797,Attr6855,Attr4328,Attr2354,Attr1249,Attr4653,Attr4229,Attr6967,Attr3183,Attr3847,Attr6373,Attr1291,Attr4936,Attr6185,Attr804,Attr2739,Attr1239,class
-0.55863,-0.546563,-0.275451,-0.522517,-0.448167,-0.181655,-0.544284,0.026849,-0.403136,-0.5695,-0.164445,-0.406133,-0.54124,-0.71438,-0.603521,-0.402857,-0.656009,-0.702949,-0.428918,-0.60619,-0.147621,0.271927,0.588492,-0.394529,1.17377,-0.63555,-0.013251,-0.43021,-0.114055,-0.099876,-0.78252,-0.531149,-0.165099,-0.665964,0.080368,0.042579,-0.688914,-0.500367,-1.47516,-0.013733,-0.426727,-0.465462,-0.378653,-0.946585,-0.802227,0.514675,-0.489968,-0.247778,-0.801059,0.496791,T
-0.773564,-0.408515,-0.635221,-0.601937,-0.346045,-0.732001,-0.957845,-0.029976,-0.515024,-0.777745,-0.839137,-0.557504,-0.592512,-0.078582,-0.579345,-0.518183,-0.650712,-0.466485,0.217486,-0.851811,-0.707537,-0.306152,1.73951,-0.422741,-0.749078,-0.925547,-0.82775,-0.546175,-0.933163,0.840727,1.36986,0.900774,-0.20288,-0.916714,1.55169,3.1148,2.21122,-0.410835,-1.05461,-0.293965,0.531152,0.089961,-0.373525,-1.16777,-0.474582,1.17278,-0.238121,2.18688,1.27489,1.58808,T
-0.555319,-1.05815,-0.865401,-0.47734,-0.956005,-0.004959,-0.476121,-1.38302,-0.310841,-0.727007,0.112773,-0.528823,-0.545922,-1.24927,-0.131459,-0.515438,-0.161844,-1.32518,-0.616927,-0.299203,-0.86699,-1.55831,-0.075401,-0.208897,-1.45401,-0.24626,-0.794391,-0.45144,-0.76464,2.08276,1.36795,1.08587,-0.852126,-0.266233,0.559906,0.924777,0.414439,-0.863017,1.45519,-0.948697,-0.86012,-0.03886,-0.98244,-0.423079,-1.21171,-0.833682,-0.813024,-0.070358,0.902646,0.507918,T
1.31224,2.6848,1.31896,1.48623,1.43839,1.14739,2.62432,1.55733,0.981413,1.1996,1.38008,1.45799,1.87066,1.65306,1.29352,1.33851,1.40608,2.47151,2.8486,1.0541,1.63765,0.79637,-1.41331,1.56204,0.709542,1.11234,0.053487,1.39397,0.873702,-1.00593,-1.18117,-0.703075,0.800482,1.05265,-1.05042,-0.628203,-0.666723,0.630804,2.20041,2.34536,0.78028,2.70862,3.02513,3.3777,1.12678,1.1633,1.72787,-1.11901,1.73301,-0.562819,F
0.965867,0.591543,1.17044,-0.07373,0.206763,0.521266,1.78309,0.283055,1.11667,0.842926,1.26351,2.35683,3.14391,0.74074,-0.064507,2.33964,2.85245,0.627972,0.991966,0.50925,0.506342,0.481017,-1.11138,0.619382,0.760653,0.502158,1.30056,0.001303,1.44151,-0.805351,-1.01563,-0.815147,1.65081,0.330039,-1.0614,-0.99895,-0.984228,1.0473,0.79901,0.42718,0.185929,-0.429992,1.11187,0.150254,0.895605,0.692824,0.404864,-1.23827,-0.047477,-0.95266,F
0.453253,0.360593,0.917357,2.39323,1.21183,2.51398,1.25696,1.28479,-0.401339,2.76261,-0.928236,1.53877,-0.471871,1.98462,3.88072,-0.275215,2.12965,3.2484,1.21313,3.23866,0.69698,0.501443,-0.430521,-0.392238,1.11311,3.1269,1.5647,3.90392,0.585971,-0.786802,-1.09716,-1.04393,-0.36178,3.35687,-1.03871,-0.736901,-0.710767,-0.544126,-0.226139,1.43857,3.30855,0.057944,-0.26416,0.52693,0.487503,1.35752,0.780914,-1.18639,2.61786,-0.473833,F
0.707383,1.35608,1.10399,2.97982,1.23127,0.557456,0.81159,1.35475,0.8735,0.025726,2.48096,4.96756,0.864447,1.54039,1.03863,1.67774,1.45595,0.50674,1.33201,1.25753,-0.318334,0.252452,-1.31816,0.650647,-0.263579,1.14859,1.60151,-0.145566,1.39658,-0.758897,-0.860164,-0.943281,0.658679,1.40183,-0.909041,-1.10589,-0.864409,1.53076,1.58616,2.77606,-0.38398,0.682118,-0.423591,0.62862,1.85839,0.047319,0.36239,0.475891,0.523258,-1.22324,F
0.065116,1.73465,1.22019,1.25302,3.1165,0.392011,0.047978,0.89,3.01414,0.471043,-0.364046,0.7537,-0.588025,-1.53203,1.18623,1.96013,0.431295,1.37055,0.093571,-0.389567,1.12789,1.83559,0.555396,1.27956,2.65485,-0.495273,1.28884,0.547999,0.62901,-0.906341,-1.31951,-0.894109,-0.643872,-0.173703,-0.964536,-0.678848,-1.00363,-0.52941,-0.430044,0.056079,1.7345,2.53576,-0.313345,-0.151098,0.839067,2.19529,0.451508,-1.20052,0.915602,-0.361176,F
-0.548593,-0.233028,-0.390233,-0.471283,-0.385648,-0.374164,-0.613581,-0.574789,-0.13928,-0.510732,-0.454576,-0.475156,-0.56373,-0.70168,-0.837543,-0.238912,0.201151,-0.485248,-0.765996,0.085853,-0.643078,1.54524,0.548627,-0.288072,0.340795,0.505625,-0.282802,-0.368602,-0.386205,-0.383043,-0.346147,2.5825,-0.752584,0.459929,-0.148254,-0.093631,0.127274,-0.943405,-0.274618,-0.028398,-0.50196,0.144325,-0.859106,-0.35443,-0.626641,0.366353,-0.34284,-0.118986,-0.553727,-0.405403,T
-0.390714,-0.672062,-0.71419,-0.441129,-0.567147,-0.200596,-0.678611,-0.525418,-0.466049,-0.685716,-0.345304,-0.457654,-0.567889,-0.853285,-0.435715,-0.401106,0.056277,-0.659656,-0.899734,-0.318494,-0.831136,-1.32936,-0.535277,-0.529949,-0.58874,-0.382251,0.834087,-0.385535,-0.447227,0.670986,0.622968,1.48789,-0.752516,-0.413965,0.403827,-1.03723,-0.262266,-1.04596,0.298358,-0.347874,-0.678471,-0.202349,-1.03672,-0.625806,-1.39856,-1.13322,-0.758539,0.173339,-0.162462,-0.610207,T
1.08111,0.631347,1.90354,0.020751,0.966319,1.23616,-0.264555,-0.058506,1.132,1.25933,-0.584872,2.51485,-0.539611,0.572236,1.23142,4.35139,2.32673,0.388261,0.03332,-0.260686,1.14131,2.75257,-1.01383,0.440376,1.18967,-0.324108,1.68397,0.53996,-0.092795,-0.849018,-0.190693,-0.776725,2.75837,0.017879,-0.872659,-1.09018,-0.848764,-0.839641,0.494195,0.316229,0.123893,-0.171937,-0.340588,0.028542,1.9479,-0.61167,0.969774,-1.26354,1.21476,-1.16964,F
1.16061,0.812712,0.031138,1.69614,0.301723,0.654991,0.35987,-0.377115,1.60741,-0.683367,1.18361,1.11735,-0.206675,1.18143,0.268781,-0.139207,0.911026,-0.149647,0.378968,1.98081,0.309577,0.654011,-0.509781,1.0621,0.932654,2.39166,1.15831,0.208337,0.281403,-0.703962,-0.329263,-1.15048,-0.788066,2.27553,-0.830003,-1.13313,-0.920251,-0.279,1.2298,0.885574,1.10774,0.476409,0.21398,0.511154,-0.821241,2.2541,0.958038,-0.675648,1.92748,-0.573979,F
-0.505623,-0.536367,0.323504,-0.500107,-0.61034,-0.420843,-0.68714,-0.084687,-0.09866,-0.54523,-0.830983,-0.454213,-0.582935,-0.772085,-0.184534,-0.104174,0.35774,-0.483012,-0.296447,0.132371,-0.299357,-0.595684,1.10476,-1.22252,0.248902,0.291702,0.495816,-0.263116,-0.660362,-0.219276,-0.544545,0.864872,-0.578758,0.15524,0.114776,0.658208,1.67981,-0.882411,0.204581,0.25312,-0.356047,-1.34741,-0.808056,-0.569479,-0.466927,1.60772,-0.441825,-0.205684,-0.098811,-0.488114,T
1.29628,0.430382,2.14976,-0.135265,0.850531,0.000193,-0.412256,0.052749,3.65932,0.191866,-0.674715,0.562036,-0.54024,-0.559897,-0.238695,3.53274,1.11304,0.891959,0.34264,0.243854,1.74884,0.911218,-0.682969,-0.201229,2.06158,-0.046124,1.85622,1.4476,-0.392765,-0.818777,-1.12749,-0.650628,1.04125,-0.225731,-0.617531,-0.843158,-0.999409,-0.851937,1.77175,0.419818,-0.103311,0.512912,-0.358323,-0.396441,1.72745,-0.301518,-0.372096,-1.06128,-0.355723,-1.2152,F
3.35959,1.09979,-0.76613,-0.519619,0.343178,0.356048,-0.31475,0.754681,4.07927,1.1101,-0.322829,0.149769,1.98329,1.15188,-0.074826,-0.160783,-0.589488,1.12929,0.425245,-0.03557,1.19752,2.09712,-0.602208,0.483219,0.742958,-0.081857,0.886287,-0.412831,3.32497,-0.826135,0.229899,-0.896733,-0.857198,0.175838,-0.666746,-0.896217,-0.920454,2.13067,0.103564,0.296786,-0.620185,1.14757,0.301505,-0.327829,2.57344,0.677351,-0.653938,-0.11883,0.948986,-1.74603,F
0.623781,3.10425,0.510817,3.28424,1.619,2.4404,1.23026,2.10181,-0.133746,1.91201,-0.455592,0.9282,-0.530259,2.55484,1.47601,-0.358538,-0.008329,3.05119,1.23475,2.85482,-0.159569,-0.88634,-1.22768,0.297755,2.36462,2.53697,0.965273,2.59624,1.05813,-0.425347,-0.949794,-0.870475,0.509527,1.31174,-0.888769,-1.05901,-0.52597,0.364199,0.139371,3.77362,3.4554,0.696393,0.764047,1.94086,0.157789,0.576004,2.08103,-0.757855,1.46563,-0.579138,F
2.6497,2.62133,0.545483,2.76957,3.31633,3.07267,2.36322,2.43686,0.405491,1.6015,1.28085,1.76196,1.14437,1.61836,1.19161,-0.192165,0.912685,2.45681,1.68871,1.14106,-0.053549,-0.194762,-1.68125,0.591397,3.24685,1.04803,0.542639,3.19017,-0.215798,-0.863816,-1.22807,-0.469148,-0.556921,1.23969,-1.07318,-0.774486,-0.824572,0.771993,1.43835,3.03773,2.02604,2.30608,-0.262229,2.16745,-0.05887,1.52601,4.35482,-0.854383,1.58182,-0.149289,F
0.935854,1.44144,0.780321,-0.035012,0.277637,3.61309,0.782227,0.669848,0.053015,1.77458,1.91972,0.234306,-0.139549,-0.842424,2.90098,-0.107442,0.201445,1.11529,1.28171,-0.669854,3.68477,0.122979,-1.40832,3.41154,-0.156416,-0.662569,-0.459813,-0.212602,2.9853,-0.631841,-0.818977,-0.30256,2.90298,-0.771349,-0.765033,-0.962886,-1.1497,0.493756,-0.146489,1.36628,0.567806,1.62903,1.96649,1.25758,1.85596,2.31826,0.158137,-1.21453,1.89024,-1.25171,F
1.40867,0.572083,0.650785,1.73399,0.408119,0.48982,0.02653,0.900471,2.4228,0.224422,1.42068,0.942962,0.808159,2.07481,-0.271967,0.255384,0.257007,0.756907,-0.21141,-0.029653,1.617,0.603608,-0.579499,-0.640628,0.657769,-0.13342,0.611872,0.199424,0.70162,-0.829556,-0.537487,-0.926312,-0.923503,-0.075381,-0.732489,-1.05256,-1.02783,3.23182,-0.351501,-0.095463,0.472219,0.018944,0.290341,-0.593483,-0.070341,1.66241,0.222574,-0.715276,0.667743,-0.545794,F
-0.367617,-0.433151,0.023792,-0.172229,-0.060519,0.050995,-0.286605,-0.784684,-0.473534,-0.424275,-0.562615,-0.505121,-0.454251,-0.416589,-0.444636,-0.475139,-0.607253,-0.179639,-0.998657,-0.605301,0.170356,1.94883,-0.300681,-0.34868,-0.053381,-0.561704,0.289702,-0.405244,-1.06327,-0.714288,-0.728221,-0.760258,-0.080656,-0.569224,-0.5063,-0.336621,-0.868979,-0.446864,-0.986927,-0.459767,0.193952,-1.39423,-0.110778,-0.744306,-0.764095,-1.07135,-0.144743,-1.06257,-1.03445,-1.01182,F
-0.636863,0.687255,0.383979,-0.179145,0.286854,-0.347382,0.955395,0.796393,-0.543854,-0.415727,-0.369677,-0.43189,0.51771,0.739003,-0.079613,-0.465171,-0.841167,1.43088,-0.507721,-0.010431,-0.470747,-0.590647,-0.740699,-0.645225,-0.485904,0.042208,0.247662,-0.328777,0.877257,-0.70921,-0.555996,-0.68204,0.152111,0.05034,-0.094623,-0.714093,-0.240476,1.02357,-0.934926,0.180264,0.959754,-1.01116,-0.721823,0.125616,0.395714,-0.74115,0.071435,2.40122,-0.841059,0.536023,T
-0.842437,0.276769,-0.382675,-0.540475,-0.236162,-1.03604,-0.55806,-0.333782,-0.530883,-0.000257,-0.473066,-0.478556,-0.559741,-0.38437,-0.598225,-0.477064,-0.564479,-0.428125,-1.10263,-0.341175,2.10404,-0.936176,0.294512,-0.515894,0.195209,-0.331441,-0.676648,-0.459909,-0.031639,1.0018,0.586593,-0.836651,1.51655,-0.211731,3.41207,1.43655,1.15773,1.28207,-2.04203,-0.101587,-0.405131,-0.872287,-0.227993,-1.09802,0.619883,0.500065,-0.611524,0.903603,0.080799,2.29747,T
-0.826115,-0.653284,-0.429812,-0.601517,-0.428725,-0.666473,-0.518124,-0.188349,-0.419014,-0.666223,0.081127,-0.513532,-0.582885,0.162347,-0.400578,-0.53183,-0.76986,0.151919,-0.864595,-0.657181,0.053721,-0.423776,0.216737,-0.966491,-0.634592,-0.639541,-1.35583,-0.481488,-0.890886,0.540678,1.04623,0.96172,-0.061324,-0.656623,0.805375,1.47631,2.36221,0.314293,-1.51409,-0.255805,0.641149,0.465004,-0.384603,-0.61571,0.766703,0.347156,-0.030076,1.308,-0.094071,1.9923,T
-0.531951,-0.735262,-0.953381,-0.491548,-0.70359,-0.486344,-0.323159,-0.690814,-0.35734,-0.198136,-0.655105,-0.55062,-0.52529,-0.648265,-0.636524,-0.417602,-0.471567,-0.593205,-0.967599,-0.27134,-0.742953,-0.121387,0.203122,-1.04254,0.035765,-0.199768,-0.156434,-0.403223,-0.628314,0.721897,0.870988,0.790812,-0.662244,-0.278976,0.453757,-0.001762,-0.464747,0.183204,-0.830438,-0.408361,-0.269928,-1.53734,-0.628649,-0.546684,-0.966222,-0.822699,-0.395302,-0.540711,-0.761459,-0.74482,T
-0.681127,-0.482294,-0.701902,-0.553464,-0.769129,-0.595319,-0.735269,-0.250217,-0.548018,-0.805792,-0.397873,-0.483056,-0.088911,-0.3807,-0.630073,-0.441121,-0.422569,-0.407598,-1.27036,-0.631725,-0.762319,-1.01839,-0.608285,-1.25074,-0.729649,-0.71529,-0.162391,-0.444471,-0.498933,0.538518,0.477315,0.158858,-0.946955,-0.640069,-0.176009,-0.852206,-0.560472,1.25942,-0.85223,-0.37093,-0.295427,-0.617207,-1.06716,-0.502856,-0.384797,-1.32315,-0.017418,-0.374471,-1.38965,1.04834,T
-0.610598,-0.567446,-0.636032,-0.471444,-0.610563,-0.458287,-0.491642,0.360756,-0.477601,-0.757564,-0.323774,-0.494472,-0.541645,-0.342396,-0.955713,-0.527748,-0.624951,0.473385,-0.962231,-0.805248,-0.745192,-0.183375,0.391059,-0.650041,-0.686489,-0.804326,0.397965,-0.505814,-0.159714,1.28389,1.24346,0.408838,-0.874782,-0.803063,0.461755,0.045694,-0.240195,0.059926,-0.927762,-0.554773,-0.730599,-0.212984,-0.637949,-0.695598,1.03567,-0.898704,-0.589382,1.25399,-0.614988,0.87146,T
