Attr3252,Attr4847,Attr4196,Attr1882,Attr6041,Attr1834,Attr1745,Attr2111,Attr1779,Attr1829,Attr3320,Attr2288,Attr6201,Attr1674,Attr2121,Attr2402,Attr6919,Attr4366,Attr6005,Attr6806,Attr2363,Attr4951,Attr6281,Attr2020,Attr235,Attr6803,Attr1260,Attr760,Attr2546,Attr2642,Attr4973,Attr6225,Attr4052,Attr6797,Attr6855,Attr4328,Attr2354,Attr1249,Attr4653,Attr4229,Attr6967,Attr3183,Attr3847,Attr6373,Attr1291,Attr4936,Attr6185,Attr804,Attr2739,Attr1239,Attr5833,Attr4377,Attr2441,Attr2063,Attr6200,Attr2335,Attr6184,Attr3258,Attr6561,Attr461,Attr922,Attr5683,Attr3714,Attr4291,Attr6376,Attr5637,Attr4107,Attr2186,Attr1598,Attr1400,Attr4373,Attr1615,Attr4167,Attr6539,Attr1369,Attr157,Attr6584,Attr1394,Attr1928,Attr4389,Attr490,Attr1144,Attr2242,Attr6405,Attr6347,Attr5772,Attr3469,Attr5280,Attr173,Attr6847,Attr5501,Attr1685,Attr88,Attr5552,Attr1157,Attr343,Attr6761,Attr283,Attr2043,Attr4188,Attr3605,Attr6169,Attr6362,Attr6283,Attr758,Attr2439,Attr5231,Attr3631,Attr4006,Attr900,Attr6516,Attr2141,Attr3012,Attr1962,Attr2001,Attr1376,Attr2475,Attr1241,Attr3722,Attr3674,Attr450,Attr6209,Attr2084,Attr6271,Attr5794,Attr4535,Attr4499,Attr400,Attr4823,Attr3984,Attr2655,Attr6179,Attr6215,Attr6378,Attr878,Attr4723,Attr2250,Attr3338,Attr4137,Attr532,Attr4141,Attr3004,Attr3189,Attr4644,Attr350,Attr5808,Attr1630,Attr4932,Attr6644,Attr3932,Attr4116,Attr6974,Attr1953,Attr4069,Attr1725,Attr6922,Attr6515,Attr4582,Attr7119,Attr4697,Attr6314,Attr6677,Attr3975,Attr7001,Attr3507,Attr4461,Attr1078,Attr4801,Attr770,Attr4438,Attr2422,Attr5955,Attr3784,Attr2348,Attr4748,Attr2349,Attr1976,Attr1380,Attr1092,Attr4091,Attr6702,Attr2659,Attr2855,Attr6990,Attr2909,Attr1081,Attr2181,Attr4318,Attr5373,Attr98,Attr6613,Attr5122,Attr3030,Attr5560,Attr4480,Attr6388,Attr1334,Attr5171,Attr3359,Attr5087,class
-0.655169,-0.693239,-0.953811,-0.554978,-0.673985,-0.481429,-0.592765,0.291351,-0.505859,-0.804491,-0.473055,-0.532166,-0.532875,-0.719519,-0.755386,-0.422369,-0.538584,-0.860831,-0.028861,-0.614326,-0.840186,-1.41896,-0.702947,-0.434621,-0.285279,-0.767803,-0.405159,-0.446697,-0.755818,0.914175,0.397786,0.726721,-0.903099,-0.623497,-0.825425,-1.0001,0.132223,-0.644439,-0.220399,-0.698935,-0.811082,-0.289096,-0.325404,-0.433798,0.136409,-1.64557,-0.756672,1.02681,-0.507916,-1.0198,-0.681555,-0.461371,0.62142,-0.502186,-0.412172,-0.225191,-0.015499,-0.307919,-0.470198,0.113789,-0.793952,-1.05849,-0.225927,-0.296216,-0.607269,-1.45744,-0.461354,-0.875538,0.317647,-0.768104,-0.381242,0.18678,-0.785578,-0.63522,-1.94597,-0.386921,-0.425329,1.16413,-0.35322,-0.380565,-0.529657,-0.396286,-0.376236,-0.425461,-1.12827,1.19862,-0.631734,-0.787053,-0.096712,-0.082288,-0.145967,-0.748277,0.722997,1.57933,-0.479478,-1.16401,-0.240894,-0.727429,-0.466241,-0.326664,-0.155321,-1.75607,-0.01456,-0.139894,0.886868,0.301664,-0.600975,-0.495495,-0.382138,-0.077414,-1.17636,-0.074963,-1.05588,1.01353,-0.224347,-0.600047,-0.286424,0.101965,-0.127037,-1.02981,0.70271,-0.27103,-0.121137,-0.230045,-0.385171,-0.86517,0.00265,1.67328,-0.068365,-0.557211,-0.058977,-1.89307,-0.430786,-0.457239,-1.25866,-0.661011,-0.896282,-0.425464,-0.117289,1.096,-1.14138,-0.563614,-0.443902,-0.104334,-0.023984,0.386406,0.331151,-1.84887,-0.684292,-0.46709,-1.65072,0.19627,-0.394004,-0.484637,-0.286132,0.603182,-0.945122,-0.081077,-0.866527,0.57684,-1.05078,-0.214891,-0.907488,1.45063,-0.431567,-0.323339,0.147453,-0.852517,0.791864,-0.950067,1.14534,-0.659667,-0.409255,-0.942575,-0.726323,-0.422302,-1.2813,-1.07549,-0.518724,0.011082,-0.406643,0.129319,0.248002,1.02004,-0.124151,-0.913667,-0.464422,1.20422,-0.071407,0.043795,-1.08315,-0.311532,0.151673,0.51717,1.73963,-0.374848,1.02111,-0.247404,0.510783,0.598429,T
-0.525202,-0.83004,-1.01361,-0.460224,-0.633928,-0.506903,-0.902299,-1.06233,-0.519131,-0.797645,-0.6119,-0.536753,-0.543722,-1.14548,-0.624085,-0.338051,-0.758917,-0.750107,-0.773698,-0.434432,-0.979461,-0.329007,0.280002,-0.241568,-0.07474,-0.393675,0.452131,-0.426037,-0.867977,-0.632559,-0.233685,-0.580638,-0.863174,-0.388213,-0.431336,-0.248433,0.311313,-0.774625,-0.36165,-1.20345,-0.670102,-0.993438,0.310244,-0.050706,-1.33128,-1.62409,-0.603921,0.471007,-1.09419,-0.385863,-0.865067,-0.878971,1.86027,-0.58181,-0.412969,-0.828476,2.12329,-0.884082,0.349029,-0.092608,-0.459603,-0.406613,-0.075195,0.196631,-0.292691,-0.105775,-0.537758,-0.941628,1.04076,-0.882815,-0.477954,-0.98581,0.67718,-0.351459,-1.19617,-0.624196,-0.296567,-0.588217,1.37462,0.148045,-0.102223,-0.208404,-0.076278,-0.346254,-0.06438,0.253972,0.515806,-0.844416,-0.066498,-0.169272,-0.63804,-0.55814,-0.704833,-0.459534,-0.526575,-0.928194,0.660463,-0.948495,-0.544712,-0.377305,-0.840123,-0.134396,0.397785,0.525283,-0.744361,0.187569,1.12559,-0.124842,0.154722,0.21192,1.44134,-0.657973,-1.40931,-0.194179,-0.453287,-0.906874,0.435794,0.268055,-0.284669,-0.04928,-1.19265,-0.868887,-0.272295,-0.302361,-0.252723,0.084839,0.053843,1.5053,0.171111,-0.634053,1.84221,-0.892703,-0.393951,-0.445281,-0.034619,0.784961,-0.881553,-0.574703,-0.376233,-0.299943,-0.824558,0.566317,-0.246059,-0.712532,-0.803645,-0.191392,0.238008,-1.36345,0.542908,-0.387863,-1.43725,0.017357,-0.441328,-0.771157,-0.100302,0.643455,0.699611,-0.57993,0.846107,-1.912,-0.600232,0.194091,0.878263,1.97367,0.441095,-1.04972,-0.648719,0.515703,-1.59189,-0.866623,-0.843065,-0.031813,-0.126572,-0.375604,-0.882305,-0.40066,-0.388706,0.900644,-0.586928,-0.876874,-0.561548,-0.592506,0.551055,0.486327,0.001293,-0.453862,0.808971,-0.895563,0.506832,0.147281,-0.118547,-0.249328,0.353444,-0.196892,-0.620438,-0.024226,1.24828,-0.679662,1.32639,0.059564,T
-0.696862,-0.714273,-0.543013,-0.597168,-0.521962,-0.852195,-0.397372,-0.617924,-0.527181,-0.482278,-0.557627,-0.577855,-0.562868,-0.760499,-0.651686,-0.437027,-0.500471,-0.425336,-0.345895,-0.886703,-0.058331,-0.596828,0.371777,-0.475887,-0.290669,-0.94436,-1.30299,-0.446252,-0.122933,1.04144,1.41537,0.661728,0.897379,-0.967112,0.974917,0.332433,0.408134,-0.684064,-0.626207,0.162742,-0.707526,-0.430571,1.14741,-0.479479,-0.030319,-0.126706,-0.693127,1.17895,-0.174658,0.540532,-0.457137,-0.383294,1.25171,-0.724341,-0.533651,0.525941,1.16981,-0.463178,-0.429665,-0.227179,-0.898219,-0.361816,0.116896,0.526712,-0.751453,-0.784134,-0.649041,-0.522192,-1.05527,-0.030651,-0.484836,-0.84521,0.514325,-0.648705,-0.476809,0.033011,-0.006167,-0.787767,0.285144,1.49932,-0.077011,0.024648,0.110499,-0.779281,0.37912,1.60825,-0.617923,-0.461946,-0.324183,-0.285994,1.48588,-0.328542,-0.810284,0.021899,-0.425981,-0.14185,0.933095,-0.197042,-0.618923,-0.102964,-0.244745,-0.66681,-0.552283,0.557711,0.741526,1.91035,1.16575,-0.729135,-0.806559,-0.544047,0.476608,-0.49746,-0.322101,3.12941,0.746613,0.07351,1.7027,1.16163,2.58874,0.493328,-0.304513,0.305733,0.718477,-0.315437,-0.664838,0.682438,-0.565241,-0.518229,0.645452,0.309268,-0.43381,0.150315,-0.289109,-0.476113,0.906374,0.723535,-0.977425,-0.255199,-0.166293,2.07358,0.300493,2.33423,3.10746,0.499849,0.04121,-0.318631,0.179845,-0.647233,0.617503,-0.099454,-1.01179,1.15754,-0.503233,-0.740974,-0.89091,0.04493,1.16024,1.62832,0.793424,1.25349,-0.67542,0.127188,-0.049045,-0.120492,0.669598,-0.11607,1.93526,0.945743,-0.104459,0.050934,1.67725,-0.127693,0.57325,0.830759,-0.073422,0.025029,-0.605659,1.0955,-0.417266,-0.51562,-0.043916,-0.608101,0.253479,-0.342996,1.36426,0.755419,-0.78651,1.26289,-0.96149,2.38822,1.50205,-0.502319,0.511288,-0.036776,-0.833221,0.340892,0.108877,-0.441752,0.590723,0.909252,T
-0.573825,-0.378206,0.154108,-0.587216,-0.837986,-0.441783,-0.938278,-0.866369,-0.501847,-0.712194,-0.140593,-0.535705,1.17053,0.461165,-0.619613,-0.466415,-0.675172,-0.668463,-1.04228,-0.747383,-0.566933,-0.880894,0.441323,-0.289141,-0.809233,-0.79268,-0.491876,-0.489464,-0.352426,0.737058,-0.051486,1.30572,-0.736326,-0.906487,-0.559359,0.351272,-0.551642,-0.790976,-0.046991,-0.514998,-0.849856,-0.727271,-0.191763,-0.492254,-0.192007,-0.273372,-0.822597,-0.305916,-0.117158,0.745806,-0.630327,-0.796619,0.59561,1.09755,0.698746,-0.053527,0.292154,-0.525165,-0.448305,-0.953699,-0.225492,-0.499753,-0.502751,-0.37935,-0.533798,-0.716562,0.220759,1.89127,-0.179281,-0.708528,-0.456788,0.034771,-0.014631,-0.262563,-0.017777,-0.357955,-0.484253,0.138856,0.107761,-0.405567,-0.303553,-0.551346,-0.481744,-0.200098,0.791666,-0.381647,-0.709226,-0.96549,-0.142237,-1.04771,-0.363707,0.062204,-0.954994,1.46547,-0.562561,-0.7366,-0.340432,-1.01271,-0.27223,-0.762261,-0.462651,0.558669,-0.473756,0.851559,1.1115,0.918373,-0.370587,-0.474032,0.492618,-0.860475,-0.891072,-0.608535,-0.046098,-0.553149,0.590118,0.966685,-0.77907,-0.772146,-0.642248,-0.39499,0.00503,-1.73528,0.321802,-0.35943,-0.48291,-0.520089,-0.295355,0.866955,0.637204,0.420189,-1.33552,-1.14505,-0.237791,-0.466429,0.553859,-0.281952,-0.077706,-0.107532,-0.198437,-0.272675,-0.791242,-1.10617,-0.52635,-0.245553,-0.250375,-0.34911,-0.75056,-0.938162,0.822244,-0.37258,-0.898252,1.36602,-0.469735,-0.099646,0.259843,-0.677614,-0.384462,-0.481433,-0.7994,-0.509899,-0.499284,0.240955,-0.645977,-0.116995,-0.190945,-0.659,-0.742857,0.192647,-1.06543,-0.622412,0.111682,-0.265024,-0.365682,-0.429386,-1.18977,-0.043401,-0.258514,-0.960147,-0.45977,-0.921003,-0.403904,-0.60712,0.173566,0.306481,-0.867489,-0.271457,-0.693576,-0.433433,-0.442138,-0.662449,-0.044305,-0.114719,0.490654,-0.519034,1.75334,-0.247096,-0.698945,0.305042,0.00208,-0.204594,T
-0.626539,-0.548824,-0.49244,-0.540056,-0.362371,-0.675491,-0.668186,-0.669669,-0.495368,-0.693172,-0.596864,-0.500713,-0.553711,-0.959499,-0.626244,-0.553718,-0.550049,-0.301115,-1.06608,-0.771587,-0.843261,-0.625226,1.11577,-0.914442,-1.03695,-0.85951,-1.24436,-0.472576,0.045068,1.8822,0.776985,2.43722,-0.722348,-0.8221,1.19638,0.128263,0.925626,-0.669652,0.018104,-0.34041,-0.712667,0.083569,-0.908626,-0.559001,-0.130358,-0.186765,-0.708712,-0.380005,-0.85692,1.01893,-0.067522,-0.288796,-0.514122,-0.522453,-0.471932,2.08083,0.514541,-0.490964,-0.812698,-0.252889,-0.362439,-0.702961,-1.26579,-0.91197,-0.583657,-1.01466,-0.642034,-0.588962,-1.08842,-0.40513,-0.396773,-0.05164,0.968031,-0.535444,-0.044048,-0.504628,-1.00041,-0.123034,-0.01983,0.818531,-0.391312,1.16844,-0.594926,-0.928165,0.253586,0.368041,-0.979346,-0.400091,-0.836323,-1.0001,0.076074,0.986959,-1.04963,1.13545,-0.433587,-0.815964,1.40841,-0.606565,-0.529781,0.036696,-0.745485,-0.768787,-0.16194,0.057575,2.12484,1.5615,-0.780184,-0.857126,0.702996,-0.237246,-1.16549,-0.255612,-1.019,0.317772,1.14063,0.080282,-0.375639,0.210851,-0.05911,1.1892,-1.2282,-0.627419,-0.730029,-0.30525,-1.07031,-0.207281,-0.272401,0.447298,-0.021318,0.327649,-0.42304,0.405288,-0.520162,-0.456906,0.219429,-0.061425,-0.345469,-0.830973,-0.380369,1.42928,-1.39113,-0.824249,-0.542811,1.08537,0.550547,-0.501854,0.060354,1.0337,1.00515,-1.02641,0.191824,1.83477,-0.446849,-0.589782,-0.531102,-0.420372,-0.378962,1.07182,1.78965,-0.48376,0.145451,0.182798,-0.58423,-0.579203,-0.368085,-0.446912,1.22213,-0.206973,0.897577,1.43614,1.07931,-0.278901,-0.603394,0.164229,-1.52743,-0.39624,-0.518508,0.237136,-0.371844,-0.350728,1.52299,-1.39564,0.190064,0.591261,-0.544339,0.939041,-0.724379,2.91144,-0.646584,-1.04878,-0.900692,-0.836909,-0.194543,0.137164,-0.103882,0.817041,-0.527217,3.26053,-1.18044,-0.25221,T
-0.411325,-1.16331,-0.966071,-0.524403,-0.857564,-0.501368,-0.218739,-1.7159,-0.524553,-0.624706,0.132343,-0.566986,-0.537857,-1.06942,-0.271557,-0.506723,-0.603527,-1.35948,-0.650847,-0.290006,-1.00687,-1.08669,-0.564275,-0.630502,-0.222911,-0.230171,1.29547,-0.382842,-0.342657,0.484456,2.18485,0.605533,-1.00942,-0.180929,0.22035,-0.503708,-0.150866,-1.00833,1.08951,-1.41173,-0.858437,-0.513227,-1.29324,-0.331738,-1.50447,-1.37218,-0.989375,0.290142,-0.063295,-0.596335,-1.79331,-0.588369,-0.326696,-0.788589,-0.510761,-0.097712,1.06681,-0.672154,0.665759,-0.138352,-0.604447,-0.495221,1.67849,-0.716133,-0.634337,-0.749328,-0.656228,-0.971416,1.91797,-0.533935,-0.54298,0.245794,0.387327,-0.799676,-1.66508,1.20637,-0.212519,-0.953349,0.122635,0.670492,0.002063,-0.534215,-0.581901,-0.088475,-0.505521,0.178488,0.234144,-1.48794,-1.24246,2.23562,1.18225,0.002703,0.096664,-0.009721,-0.125132,-0.641518,-0.078592,-0.456755,-0.62066,1.72564,0.515133,0.932886,0.706589,0.976802,0.664741,0.289844,0.318159,-0.017562,0.009628,2.25541,-0.226143,-0.864841,-1.08049,0.81412,0.22755,-0.813568,-0.444062,1.0286,-0.295523,-0.422032,-0.957854,-1.15244,0.690374,0.306208,-0.030685,-0.371415,-0.502405,0.254872,-0.424487,-0.715624,1.40945,-0.807866,-0.095742,-0.480816,-0.447001,-0.539582,-1.07609,-1.05531,0.089534,-0.560953,-0.976182,0.196167,-0.281823,0.216871,0.728255,-0.060077,0.420426,-1.12079,-0.378457,-0.360434,-0.598927,0.979729,-0.37046,-1.92991,0.01153,0.884377,0.090675,-0.148674,0.225094,0.411702,-1.11486,0.456881,-0.683113,-0.17295,0.755281,-0.458118,0.802172,0.529845,-0.188201,-0.504306,0.623514,-0.105646,0.386557,-0.094007,0.024776,-0.439671,-0.200202,-0.034335,-0.619726,-0.307215,0.035482,0.588058,-0.04371,-1.20321,-0.524079,-0.686147,-0.360953,1.42929,-0.097305,3.09822,-0.70917,0.117252,-0.860855,0.958591,-0.199724,-1.16644,0.653259,-0.223397,0.354985,-0.039454,T
-0.503443,0.497135,1.50277,-0.371543,0.0346,-0.346055,-0.185924,0.808576,-0.464909,-0.105826,0.34363,-0.501987,2.25285,1.00248,0.481295,-0.471322,-0.630242,-0.342864,-0.526339,-0.353414,-0.0438,2.02755,-0.609118,1.56493,-0.726051,-0.247221,-0.408005,-0.40297,0.518467,-0.965526,-0.550621,-0.98209,0.395891,-0.31671,-0.899859,-0.849488,-0.746203,2.89623,2.20394,-0.222661,-0.544757,0.773553,1.26127,0.666529,0.093633,0.345518,-0.154742,-0.411054,-0.362343,-0.361451,-1.55915,-0.089942,-0.699836,-0.270259,2.35323,-0.926215,-0.343729,2.16526,0.95627,0.882889,2.52696,1.5497,0.343366,-0.061956,0.633504,0.501308,0.321108,1.82321,-0.049014,-0.539771,-0.073435,-0.47891,-0.078728,1.63793,0.163536,2.80543,0.068946,2.22993,-0.466279,-1.86911,-0.486102,-1.08787,0.899218,-0.074071,-0.696923,-0.959702,-0.324186,-0.93791,-0.076666,0.569038,-0.87752,-0.943031,-0.373548,0.391152,-0.616616,0.51806,-0.963898,1.02665,-0.494825,0.440804,1.3491,3.0319,2.7059,-0.447709,-0.729385,-1.26578,0.003202,-0.484819,-1.29935,0.754627,-0.620566,-0.353287,0.256958,-0.417131,2.75565,0.20969,-0.356025,-0.417183,-0.726283,-0.583606,0.639643,0.525918,-1.36494,2.56713,0.856783,-0.475394,-0.094379,-1.01594,-0.157896,-0.573992,0.179458,1.58815,0.131315,0.557263,-0.827176,-0.391444,0.758822,3.24197,1.15281,0.117321,-1.13391,-0.107136,0.984386,-0.848657,0.364588,0.395857,-0.51993,0.21936,-1.31462,-0.886619,-1.05991,-1.24175,-0.331662,0.103426,-0.320571,-0.501981,-0.698349,-1.05888,-0.875812,1.07432,0.420466,0.146022,0.158212,0.813924,-1.24667,0.350156,-0.499559,0.510806,-0.72724,-0.74231,-0.931769,0.508915,-1.28434,-0.676814,-0.896916,1.40734,-0.770053,-1.22793,-0.352321,0.663761,-0.69937,1.27092,-0.401499,-1.2124,-0.55265,-1.36512,0.099566,-0.186437,1.04282,0.008479,1.76124,0.498914,1.26703,0.415187,-0.605646,-0.998643,0.136457,-0.843998,-1.13464,0.833006,F
0.742518,1.27334,1.91828,0.694847,0.77855,0.47705,0.82956,-0.014928,-0.147408,0.301377,1.65205,1.50405,0.014045,0.094781,-0.12037,2.88258,2.22832,1.42557,-0.141229,0.304145,1.65618,0.568192,-0.407852,1.29221,0.70484,0.127027,0.873753,0.306755,-0.142505,-0.792131,-0.760018,-1.09321,1.96538,0.132105,-0.852113,-0.637892,-0.598403,-0.06019,-0.489818,1.03052,0.432929,-0.564586,2.58777,-0.344739,0.299621,0.518304,0.257317,-1.26286,-0.7143,-0.370306,0.978177,0.586174,0.046532,0.349574,-0.005767,-0.551284,-1.23827,0.622748,-0.662442,0.918177,0.513781,1.99224,-0.388614,-0.724108,0.442711,-1.016,0.016094,-0.694464,1.33072,0.916211,-0.01591,2.5914,-1.72054,1.71089,0.286744,-0.49382,-0.399906,0.980701,-0.852076,-0.007765,-0.812664,-0.588914,2.29689,0.503488,-1.07771,-0.639145,-0.588458,1.31365,0.012742,0.934188,-0.946899,-0.73105,-0.473757,-0.636558,-0.048486,0.741614,-0.973627,-0.40195,2.24646,0.950031,0.15387,-0.396081,1.00488,-1.3059,-0.729319,-0.847107,-0.700985,0.327546,0.455134,0.237096,1.41634,0.454728,0.915348,-1.26225,1.47958,0.369305,0.695603,-0.994701,-0.752732,0.373538,-0.14897,0.60043,-0.13719,0.593617,-0.425311,-0.7137,5.80812,-1.30263,-0.433006,-0.112302,-0.870897,-0.248769,-0.394572,0.137258,-1.02395,0.1705,0.375812,1.71033,0.622437,-0.699243,-0.096404,-0.369884,3.74417,-0.86357,-0.453612,-0.293244,-0.930858,0.314877,-0.087808,0.400646,-0.056115,-0.216195,-0.100632,0.951881,0.197034,0.501995,-0.609964,-0.18713,-0.878809,-0.207879,-0.515317,3.65881,-0.410243,-0.232727,-0.251338,0.676229,-0.777695,-1.28014,-0.028313,-0.88588,-0.961503,1.77737,-0.319537,-0.868803,0.977945,0.745745,0.104531,-1.07039,-0.199696,1.40079,-0.727135,-0.691065,-0.696699,0.703794,0.043489,-0.374779,1.52659,-0.932255,-0.240133,-0.093763,-0.127982,-0.306347,-0.892118,-0.447094,-0.785518,-1.1235,-0.352448,-0.54542,-0.276509,-0.582557,F
0.816265,2.72645,2.37374,1.86081,2.26823,1.38622,2.33883,1.47299,-0.482174,3.38292,2.8127,1.57243,0.562428,1.13347,2.13626,1.07148,0.742311,1.27604,2.57974,0.895899,1.31423,-0.172084,-1.49876,1.6955,1.44241,0.760552,2.56113,3.97682,0.306374,-0.861466,-1.50572,-1.20731,1.26804,1.06417,-1.05631,-0.704418,-0.952682,1.63902,0.302727,1.57151,2.39576,2.06103,1.76269,2.51611,1.69833,1.03062,2.95045,-0.632391,1.52465,-0.006764,3.48256,5.2679,-1.28013,-0.310424,0.274285,-0.99176,-0.826278,4.04684,0.57817,0.900032,2.77464,1.12734,0.210363,0.290731,0.908939,2.54287,3.01429,1.29483,1.91201,1.98327,3.93425,3.41351,0.164993,-0.483021,0.616432,1.49379,2.22602,1.90157,-1.49626,-2.06898,-1.70695,-0.859074,0.995949,1.07967,-1.42609,-1.13006,-0.251699,4.47684,2.83077,1.70434,-0.853776,-0.740302,1.72962,-0.79332,0.75974,3.58398,-0.812301,1.64972,2.6061,1.016,2.95199,0.049052,0.392075,-1.10212,-0.776908,-1.20068,-0.963019,2.15586,-1.6734,0.665469,-0.324568,6.10888,4.12846,-0.235821,0.388956,2.42965,-0.657658,-1.48798,-1.13865,-2.48755,2.30556,0.896686,-1.78936,-0.424535,5.18666,-0.89911,0.893762,-1.38187,-0.686116,-0.02064,1.46818,1.348,-0.549244,0.152583,0.856515,-0.214601,0.021877,1.0292,-0.116536,-0.689533,3.3298,1.12369,2.33623,-0.444511,2.98447,4.25565,-0.963634,2.78736,-1.63231,-0.262633,0.528684,-1.63577,1.69128,1.93434,0.802587,-0.711147,-1.45927,-1.23787,-1.25722,0.133281,1.76704,0.622027,-0.886695,1.25894,-1.1466,2.77212,-1.05165,-0.58049,1.27164,-0.839692,-1.06267,0.418363,-1.34772,-1.07908,2.37921,-0.349931,0.705107,-1.37434,2.23,2.05532,-1.2115,-0.036377,-0.657527,-2.55177,-1.07381,-0.05931,-0.938883,-0.889719,1.06129,0.241132,2.0006,1.20879,2.27987,3.30371,-0.733236,0.597011,-0.905792,-0.909129,-1.27773,-0.359001,F
2.02431,0.135378,0.86303,0.722325,-0.159089,2.19653,0.386286,1.43911,1.33788,1.50985,2.06646,0.956275,-0.189243,0.279085,0.682255,0.792867,1.0335,0.220833,1.4663,1.36682,0.428323,1.36611,-0.751904,1.02071,1.38075,1.09972,0.740999,-0.05357,1.64685,-0.851517,-1.2389,-0.74514,2.54633,0.619755,-0.773659,-0.564824,-0.8154,0.083457,1.10947,0.274198,0.841895,2.10932,2.49969,0.085667,0.547496,1.44655,1.31547,-1.12243,0.341758,-0.468623,1.13817,0.653547,-0.715531,-0.387828,-0.283687,-0.968995,-1.15464,-0.591661,1.13487,0.658322,-0.406945,1.4174,1.12992,-0.425711,1.21187,1.50657,0.931189,0.989471,0.580809,-0.285287,0.183278,-0.57415,-1.35974,0.229777,2.24603,0.248325,0.064881,-0.405182,0.657354,-0.72777,-0.865905,-1.03158,-0.138448,2.53354,-1.47869,-1.11442,1.27367,0.24433,0.662327,-0.172364,-0.686201,-0.715325,0.670658,-0.984682,-0.420761,2.57152,-0.8441,2.1509,-0.301103,0.857717,0.167007,0.133228,0.077203,-0.791347,-0.70207,-0.268088,-1.21485,-0.792856,-1.19672,0.731314,-0.824304,1.64225,1.78859,-0.762566,0.586123,-0.178105,-0.28576,-1.23473,-0.769326,-0.747608,0.193241,0.877124,-1.11897,-0.401579,1.23008,-0.814304,1.10214,-0.810254,-0.523659,-0.529511,-0.621086,0.763743,1.11385,-0.424056,-1.01067,-0.460385,2.72319,1.72292,2.79048,-0.791935,0.189101,1.95532,1.42207,-0.785665,-0.154947,0.037522,-0.724176,2.74762,-1.01397,-0.224295,1.44746,-0.592053,0.044695,1.33805,0.110545,1.55378,-1.11478,-1.02078,-0.828707,1.33617,2.53184,0.912683,-0.432766,1.36258,-0.792054,-0.083819,-0.369144,0.18129,1.30088,-0.680117,0.255428,1.75769,-0.333085,-0.577029,1.97159,0.859262,0.55064,-0.391683,0.121718,-0.004722,-0.627371,0.658459,-0.931827,-1.47093,-0.675557,-0.946,0.755007,-0.808734,0.183384,0.966624,0.853253,4.88009,1.31072,-0.783681,-0.629394,0.112111,2.16207,-0.729558,-0.998305,-0.634794,F
-0.554628,1.12828,-0.041503,1.57609,0.654375,0.702878,2.47668,2.30327,-0.50119,0.697623,1.42912,-0.453719,1.76387,1.38522,1.71373,-0.398749,-0.188887,-0.326981,0.519746,0.734005,-0.065804,-0.332708,-0.450042,0.780815,-0.216888,1.32057,-0.233671,-0.361204,2.53697,-0.864499,-1.27949,-0.54865,-0.140198,1.2527,-0.510533,-0.848578,-0.851426,1.28843,1.22008,0.141607,0.732362,1.20645,2.02393,0.345665,0.166015,0.575686,1.11645,-0.075807,1.00539,-0.146117,-0.801873,0.403516,-0.194797,-0.430308,1.42083,-0.895013,-0.444363,0.230512,1.8282,0.566832,0.200089,2.26081,1.59001,-0.116296,0.104202,1.48491,-0.113474,1.16465,0.906125,0.330374,0.357762,-0.799744,-0.559772,0.173161,0.578875,0.952072,3.16769,0.503397,-0.609454,-1.0872,0.167551,-0.031335,2.05519,-0.700769,-1.06436,-0.837838,0.197455,-0.725644,-0.170102,0.116006,-0.600743,-0.454127,0.445065,-0.676315,0.263512,0.992043,0.459485,1.16938,0.290187,-0.772565,2.98375,2.69842,-0.530169,0.175267,-0.736812,-0.272565,1.03464,1.50894,-1.46032,0.875055,-0.308759,-0.366519,0.111537,0.39294,-0.019409,0.853896,-0.221036,-0.655872,0.487056,-1.24941,0.954721,0.858179,-0.404656,-0.164831,0.327727,-0.865855,0.38835,-1.16944,0.002099,-0.423796,0.221376,2.37698,-0.240879,-0.103109,-1.17471,-0.887928,0.56476,-0.414179,-0.932094,-1.20509,0.925913,1.0362,0.761556,-0.074082,0.792548,2.23718,-0.175454,1.21686,-0.996947,-0.649842,0.262853,-1.15069,0.655118,2.22523,0.622779,-0.517258,-0.545172,-1.15867,-0.474099,1.36427,3.09889,0.534863,1.01837,1.42109,-0.974181,2.30141,-0.714088,-1.42325,-0.271195,-0.588626,-0.2062,0.224019,-0.132343,-0.57978,-1.08767,5.71239,-0.875086,-0.273481,0.445305,0.815893,0.026896,1.41317,-0.895201,-2.2673,-0.762267,-1.54357,0.308323,1.32616,-0.834156,0.333345,1.5139,0.279183,2.38864,0.319371,-0.477996,-0.030965,1.36149,-0.823595,-0.906839,-0.782449,F
