PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,PLS1_31,PLS1_32,PLS1_33,PLS1_34,PLS1_35,PLS1_36,PLS1_37,PLS1_38,PLS1_39,PLS1_40,PLS1_41,PLS1_42,PLS1_43,PLS1_44,PLS1_45,PLS1_46,PLS1_47,PLS1_48,PLS1_49,PLS1_50,Class
-6.162088,51.7617,56.959573,-10.834253,-0.354983,-6.984908,10.270309,-7.849967,-0.567238,4.748906,9.13437,8.590022,-24.239425,5.208077,1.659456,-4.605058,5.315166,-2.015964,21.625183,-14.053184,1.232863,-3.010044,2.554918,-1.783568,-0.449349,2.931188,-1.016507,-0.401346,2.265247,0.726497,0.829863,-1.213875,0.313616,-1.316287,8.921288,-4.881577,2.864281,-4.480998,8.145208,-2.762097,-10.672783,7.112647,2.235426,-5.572709,8.577621,-3.942638,-7.054673,12.736948,-15.03523,9.141282,F
-33.589248,-25.98524,5.257609,7.273203,-4.657077,5.654123,5.290044,-2.173566,-7.078603,-11.031995,8.566037,-7.184085,3.709088,12.550446,4.871505,-9.173625,-3.582773,-8.207124,-8.431896,2.721674,1.509489,3.045907,2.467981,5.030582,-3.81162,-1.067822,1.727375,0.357389,-1.384248,-0.494538,-0.605939,-0.393794,3.253537,0.917992,4.290683,-5.457166,2.526095,8.600881,-3.238906,-3.764199,-6.355,-2.241601,17.423535,3.63136,-6.831532,7.883654,-6.341818,4.76785,-7.980724,-4.733435,T
-28.707482,0.864682,-16.429203,-4.631505,-11.270803,6.699603,2.461884,9.711995,-6.863689,-7.967181,2.161304,-7.654852,-4.900808,-2.534701,-6.316559,-4.858222,7.93058,3.520678,0.541119,13.578785,9.575527,0.31383,0.716563,4.352165,-1.642773,-0.470585,-1.117244,-1.756431,-2.692845,-1.261363,2.178904,2.570107,-0.653208,0.589847,3.468933,4.773665,-1.568653,-9.539318,-2.090148,3.278511,-5.448517,3.982128,4.585909,-0.399992,-1.453086,-6.242985,2.314832,4.822184,-6.501323,-10.952962,T
-20.193102,-27.260348,-43.777726,5.248453,8.553984,-8.791168,4.624528,-0.277157,9.55015,-9.940955,-0.291972,-7.905106,-5.70984,-6.353742,-4.562426,-0.11329,5.610157,-4.080616,9.12365,-7.455662,2.152388,3.949708,1.000019,-0.292736,0.582239,-6.574222,-1.163477,0.960304,6.044507,-5.625106,-1.004843,3.221966,0.582788,1.085151,1.60381,7.405285,-5.734217,-2.897735,5.640554,2.635258,2.183469,-2.830287,3.018764,-2.385644,5.463892,1.634944,3.781939,-0.771034,-9.258983,0.541281,T
-27.943205,-33.255365,19.481073,-2.307696,-7.24506,8.306877,-1.15186,-0.444669,-10.485626,7.711215,-7.382863,-2.814001,1.470943,-2.443895,15.678232,-13.712821,4.30681,6.47141,-12.893384,2.848908,7.294653,6.248236,-4.181776,-0.996547,2.200928,-1.850288,-3.704792,7.410093,-0.931244,-2.840964,-1.65001,0.836999,2.006593,1.92962,0.129965,2.649508,15.455871,-7.396856,-3.016299,5.590315,-8.829652,9.446227,-13.978486,6.090346,0.618641,6.076819,-12.353083,9.475166,-1.37036,4.929522,T
-9.82601,-35.613782,-36.297701,-22.950836,4.868067,18.66486,20.861391,-17.901893,0.112902,-10.354458,-5.506378,13.41249,11.012517,0.241069,-16.937508,-6.811885,3.72558,13.068508,2.659694,-8.382057,-4.611991,3.275397,2.88245,-4.492797,0.393065,1.230299,2.788626,0.484704,-4.634128,3.977698,-1.126084,-3.804891,5.199331,-1.873148,6.315276,1.107577,0.184477,2.159508,-2.091348,-0.529466,-3.177553,3.728333,-5.52138,7.668435,-2.186612,-7.867083,6.681125,-1.343305,-1.539634,-2.419889,T
0.762702,24.740228,-24.18462,1.835242,10.750576,20.702429,21.008147,5.362487,14.998438,7.48565,3.093032,-0.046626,-10.191773,-1.958245,-4.489756,5.332894,5.238559,-1.166202,-4.618695,-4.808605,-6.931519,-7.846088,-3.453138,0.575729,-0.531606,1.683186,-3.455286,-0.503466,0.596635,-0.917107,3.648551,3.335292,2.319676,2.039576,-1.359414,3.48338,9.421716,15.865704,13.088418,11.306865,-0.85306,-8.550431,-8.976573,-4.970874,0.718376,5.158852,2.64441,2.609998,1.452313,-0.396773,F
1.009743,40.23783,-2.639201,-2.076869,10.101941,7.43738,4.653069,-14.150358,-2.794251,3.711372,-13.043669,8.601574,3.568594,10.869535,3.199974,-3.642236,-13.706654,-3.238411,2.313435,17.399452,4.083643,-6.294373,-3.302657,1.981439,4.101129,-0.439855,-2.92495,-0.397155,2.432866,-1.593601,-0.192245,-0.867181,2.883028,1.614169,0.163981,6.131801,2.624021,-1.845383,-11.055813,7.706224,6.058854,-5.503009,-1.757833,5.884389,2.590751,-2.802976,13.240831,-6.715984,-2.026133,1.335577,F
-13.024537,14.636599,-49.937081,-12.627416,-7.471594,-5.523885,-9.991767,-20.12134,-7.647539,-14.526824,-15.498497,-11.973258,-17.244027,2.060863,8.34085,10.242541,9.319862,7.648274,-1.790993,5.496521,2.930198,6.248656,3.895138,1.536161,3.407113,2.499056,0.411192,-0.349352,0.590136,0.166689,-0.751249,-2.387313,-1.37949,0.711491,3.333233,7.378877,-1.774326,2.509779,1.695534,4.178791,1.022884,0.665174,1.437985,2.653934,-1.362293,-1.7198,-0.495045,5.634508,10.022284,9.998837,T
-28.641093,27.367949,-25.170688,-17.781809,-2.309961,-1.508781,4.268956,-7.750251,9.356139,6.051796,-19.09731,11.332527,-7.657276,7.692407,-0.68518,7.712336,-8.282744,-8.174625,9.701528,12.280567,-12.053843,-2.608284,1.61192,2.938986,-1.640793,-3.106037,0.357763,4.014377,-1.752697,0.160769,-2.36271,6.8421,-5.617514,0.504041,7.341334,-3.200066,1.695134,-0.534985,-7.132996,1.548217,0.825918,-2.674651,3.077558,-0.03301,-4.533445,6.201316,-1.818849,-1.999106,-3.597625,4.91376,T
7.3174,31.488363,-29.405081,10.598163,9.946693,-5.886002,-4.875752,0.535948,14.400823,9.392658,-2.487909,0.544633,-3.475456,0.765124,-11.931125,6.483378,4.999878,4.708978,-1.343154,1.372086,0.563205,-8.489438,-4.308552,7.131322,-1.437776,0.763617,-2.088016,2.821802,-0.719821,-2.131753,-1.561789,-1.312925,2.812197,0.861412,3.227812,1.990974,-4.820153,0.219036,-1.350916,-2.002093,-4.012752,-2.112219,7.279781,8.15533,-13.061848,0.800323,-1.541716,6.19096,-3.419825,3.474636,F
-11.371009,4.037999,-54.354627,-15.742772,-4.833718,-3.112846,-6.326315,-2.933796,15.93548,5.972227,2.684118,3.446214,-1.892039,4.623337,-3.908091,0.076757,-1.883662,-6.847062,-5.257975,-3.776134,4.958438,5.382666,2.286276,1.114135,-4.008134,-1.890786,-2.093772,0.057725,0.062667,2.004036,0.086667,0.246637,3.241758,0.114684,4.26935,2.240738,-10.716334,-7.113573,4.968965,10.241031,-4.593748,-0.504044,-6.717875,6.198718,-1.601387,-4.278655,5.788723,-0.270607,7.417663,-6.380875,T
-19.189385,7.552429,-10.529787,-19.168861,-10.929851,-7.243272,0.9165,3.866128,-2.081193,-1.640751,6.090919,22.63101,-16.002669,-1.999818,-4.390047,0.437138,2.557598,-6.155573,-5.876312,0.910052,0.670058,4.351455,-1.919448,-1.089934,-2.794511,1.544237,1.789043,3.85733,-2.367813,-1.863804,-1.31562,2.356172,3.635636,-0.706177,3.735364,1.861705,3.97879,10.582723,-7.624099,-8.777009,7.760762,5.866718,-12.38976,0.606251,4.699105,7.762294,2.221812,-6.795103,3.442287,4.769453,T
-25.635041,-22.887839,-20.347536,-1.102323,24.929502,-20.745599,-5.666434,-1.839147,7.502319,0.821567,-2.540586,5.177889,17.323037,-0.56159,-5.716408,-11.402405,-1.220614,5.354984,15.406796,-6.005358,-0.085692,-1.136563,-5.607331,2.499077,0.93013,0.106198,5.24491,-3.118254,-1.324126,-1.231483,0.369983,4.481798,-0.906855,1.809472,-0.328655,7.741343,11.367225,-10.71393,5.708841,-4.731032,-4.456399,5.815584,-2.148573,-0.062098,2.209814,-0.686278,-2.640257,-2.259643,12.283144,-2.52123,T
-32.492464,-48.075702,15.421809,-0.029403,24.176551,-9.662132,14.098058,0.723999,12.945145,-9.826318,-15.577669,-6.075754,5.102276,10.560784,1.769204,-0.891903,-1.195752,-2.300347,9.859144,-12.246368,4.782686,4.999922,-2.24419,-3.566555,4.673905,-2.314149,-0.840566,-3.267069,3.58423,2.61114,-0.754391,-0.84599,-1.564108,2.311994,3.010685,-0.292959,0.439395,2.636577,3.247232,-4.170924,2.532504,-1.0652,-1.156814,6.638022,-16.397028,12.89633,-3.499218,-0.776352,-3.049563,-3.174073,T
-37.441022,7.569755,13.236346,-36.7984,45.24903,-5.200799,-4.062562,4.592874,-21.247719,15.378681,7.839647,-3.543278,5.44693,-24.037795,14.13303,4.327798,-14.40575,16.605949,-3.757131,-9.791507,4.277903,2.149426,-1.706681,2.745114,-5.218251,6.171158,-1.6447,-0.627691,-0.527053,0.350052,0.013967,0.560768,-0.281797,0.178072,4.6579,3.827305,-8.876377,9.717302,-2.814394,-0.582868,3.695982,-3.903996,4.652555,-4.318621,-0.545269,-0.082255,1.155168,-0.831059,1.912008,-0.611383,T
-17.863919,-4.676346,-24.099609,-9.726017,-8.918304,-8.138992,6.291968,5.836791,-6.742253,-14.103159,1.253742,9.617738,6.63777,-6.442918,-5.690914,-0.797591,11.166796,-5.422876,-7.601909,-6.343651,0.603406,4.076265,0.507667,-1.636805,0.432367,-1.858947,2.096288,-1.982335,1.287074,-2.877485,3.650194,-1.090032,-2.965244,3.207513,4.97774,-10.35753,2.886663,9.098169,-0.731594,3.339966,2.040799,-9.629343,5.780611,5.582143,3.322076,-9.266682,-3.548329,-2.614261,7.597001,2.953308,T
3.855745,-1.081737,-60.287971,-12.817951,-22.950098,-10.865501,-23.486909,-7.707544,-1.097486,-4.014352,1.235013,-0.806488,0.863841,-1.936981,4.901741,5.872887,-0.013867,-0.588696,7.089157,1.033744,2.10842,2.515246,0.418327,0.896365,3.62454,2.259114,-2.86887,-4.672529,-3.673942,2.129875,3.087963,0.656981,0.338697,2.178958,1.137752,2.13879,1.722953,2.722038,1.312628,-4.949369,-2.038736,4.658889,1.262405,-4.196148,1.773759,-1.745364,-2.496242,7.510295,-2.042589,-9.429818,T
3.903553,-9.43816,-10.443268,20.76879,9.891099,11.115317,3.21794,14.395096,1.900002,3.989573,-1.656398,7.908346,-3.29365,-18.258034,-9.717458,-14.744383,0.144139,-2.588168,-0.029369,10.970677,4.394607,11.414881,-0.955293,3.306409,-3.185244,-2.724127,-1.353304,-1.904311,1.59132,2.099056,-1.262728,-0.609595,-2.887754,2.197095,6.656594,-8.661702,-2.679711,-0.667623,7.161351,9.808703,-5.574672,2.545592,-3.290544,-1.824785,5.696424,-1.510383,6.633512,2.122713,-3.124324,-2.834016,F
35.479021,-40.370692,1.666654,-3.428001,6.062553,-3.395297,-2.057419,1.667591,-8.637275,-10.664824,13.653127,3.051975,-3.49462,0.540637,-19.08678,2.794475,18.014192,2.613436,-0.427429,-7.756868,-7.250208,2.547533,-0.542563,1.914955,2.393201,5.872944,-8.154633,2.104516,1.23493,1.152287,-3.189888,3.802214,-1.635027,1.386951,1.990343,4.722657,6.256079,-1.561152,-2.568641,-1.191453,6.859099,-5.541682,0.634975,-2.809189,-0.793189,0.131109,0.303685,-0.845064,-3.586754,1.7649,F
30.361213,-42.372729,12.307947,8.847995,-3.038181,-9.183568,5.0698,1.371056,-7.711799,3.544031,-4.270732,13.396904,10.311601,10.443424,2.194574,4.935886,-1.528692,-3.173164,2.49321,16.021323,0.192008,1.021738,-2.620892,-4.69705,-2.229424,4.420367,-1.898898,-5.10915,-4.73043,2.199294,-0.376016,4.187352,-1.094195,4.079659,1.342917,-6.1465,-2.601943,9.681017,3.392947,8.452877,-2.455819,0.452912,1.857132,7.886927,10.098171,2.926936,-5.552078,1.961403,0.95257,2.527562,F
6.445393,20.571965,-23.112892,16.190012,1.753219,2.083433,3.293217,-1.847568,3.284034,5.132015,10.117868,0.628811,2.269464,1.929369,-4.51057,-5.763186,-8.551775,-8.047319,-1.941784,0.145591,0.607507,1.909982,-3.691774,-2.760878,-1.879047,-2.532622,-5.096207,-7.814897,-5.172958,-3.428546,-3.999655,-4.451116,-2.799498,-1.794534,6.520705,11.596771,4.288925,1.312214,-6.43898,-11.206632,-4.508543,-7.741005,-6.719484,-7.304048,-2.427889,1.466394,-2.936547,12.226776,10.199606,8.986179,F
6.725175,5.855839,-1.142826,21.215178,1.298881,-4.315751,-2.090521,0.685204,-10.780289,-5.239271,-10.636872,1.834238,-10.297192,-9.665377,2.852776,-2.942289,4.927061,1.696979,-0.800814,7.496743,-1.51585,3.170187,-3.165527,1.868588,1.447055,5.307684,5.481201,2.029146,7.474408,4.912406,2.251986,0.991922,-0.611832,0.168285,4.783727,2.077104,0.042471,-3.436294,-11.851062,-5.102024,-19.397708,-18.46933,-13.611967,-11.003358,-4.753783,-3.083605,4.752211,3.511044,6.685927,-1.440867,F
11.7235,-2.291159,12.580644,12.940811,-1.376691,-6.502194,-0.229426,9.262881,-7.375336,2.200097,-17.198431,10.69678,-7.001984,-7.263262,11.377306,-2.47732,9.466536,-1.307789,-11.611262,-7.224902,-5.464974,-0.975881,-3.801543,-0.064494,1.009335,-1.066555,-2.466578,-1.065332,-1.453663,-0.657912,-0.629516,-1.929095,-2.789908,-1.899897,8.96669,3.658502,0.711486,-7.293295,-4.844503,10.10437,12.992328,19.503801,9.597804,-0.268775,-1.836674,-0.218532,10.352666,1.246738,6.691492,-6.875855,F
