normal,gene14,gene852,gene1917,gene377,gene1494,gene1668,gene493,gene1892,gene1047,gene841,gene1671,gene625,gene1416,gene765,gene1400,gene1758,gene822,gene1048,gene67,gene1372,gene1772,gene581,gene892,gene1388,gene1293,gene1534,gene513,gene1423,gene1597,gene419,gene1042,gene249,gene1873,gene1381,gene1153,gene1115,gene1771,gene1884,gene1672,gene657,gene1838,gene1570,gene515,gene66,gene1674,gene1924,gene1451,gene317,gene267,gene639
F,0.061964,-1.19646,0.768901,0.70518,1.39229,-0.821521,1.02057,0.464721,-0.380491,1.13619,-0.721404,-0.390316,0.630879,0.135997,-0.708121,-0.2008,1.38981,1.03151,1.47842,1.20118,-0.577775,-0.267776,1.53156,-0.024134,-0.620577,-0.279087,-0.959614,0.928112,0.646064,-0.858531,-1.74383,1.05895,0.961318,-0.874898,-0.446536,-0.864663,-1.17226,1.52619,0.886422,-0.388922,-0.319796,-1.44465,-1.77095,0.970187,1.06052,-1.80606,1.30675,-0.195733,1.12261,-0.418249
T,1.06366,0.112246,1.58199,-0.193367,1.51957,0.53706,1.77076,1.91059,-0.298695,-1.51729,0.216881,-0.742501,1.55542,0.939973,0.194183,-0.267506,1.43652,-0.400723,1.18121,-0.200488,-0.648038,-0.275533,1.60826,-0.784707,-0.390914,-0.74583,-0.448451,1.66433,1.35133,-0.444319,-0.327921,1.57605,0.105941,0.698383,-1.34366,-2.62615,0.454598,0.464037,0.476958,-0.260653,-1.54026,1.82028,-1.3091,0.220449,1.38192,1.09927,-0.165276,0.379863,1.56643,-0.139058
T,-0.015205,0.524965,-3.12738,-0.137593,-0.998734,0.991817,0.0915,-0.340433,0.475153,1.40817,-0.355162,0.408603,-0.761014,-1.27574,0.006701,-1.01364,-0.814681,-0.375563,0.004581,2.06524,-1.01455,0.979085,-0.740748,-0.437336,0.619135,0.457734,-0.076921,-1.23214,1.30475,-0.057823,0.247767,0.030126,-1.41948,0.224512,0.545571,0.910097,-0.10376,0.978003,-0.055741,-1.85007,-0.139721,-0.371271,-1.02187,-0.601971,-0.258331,-0.626549,0.18958,0.999314,-1.29431,-0.964083
F,0.954973,-1.10769,-0.997469,-0.761555,-1.66023,-0.250222,-0.605867,-0.495257,0.713768,0.80956,-0.033978,1.10302,-0.079187,-0.477421,1.47715,-0.250212,-0.338188,-1.2238,-0.74945,1.37498,1.63779,0.575527,-1.14013,0.880615,0.26629,1.31918,0.302623,-2.399,0.786019,-1.13178,0.92831,-0.157616,-0.819217,1.06176,0.644523,0.961406,1.29574,-0.022909,0.488611,-0.40054,-0.570304,0.797805,0.92704,0.701599,-0.599245,0.05765,-1.55589,1.32863,-0.528896,-1.20079
F,0.156209,0.068183,0.295722,-0.552491,-1.1708,-0.639758,-0.502564,0.468867,1.04707,0.49203,0.814943,0.61061,-0.101047,-0.504203,0.083999,-0.368524,0.002858,-0.339202,-1.67309,0.335785,0.988891,1.67021,-1.16679,1.32291,1.00531,-0.861402,-0.301566,-0.911255,0.455232,-0.156881,0.005421,-0.089325,-0.397775,-0.408843,0.629881,0.202929,0.299417,0.789164,0.935685,-0.541319,-2.92634,0.556677,0.079012,0.07843,0.308916,-0.385359,0.222269,-0.668867,-0.417712,-1.55778
T,1.39249,0.456476,1.90586,0.114126,0.730165,-0.113417,0.448844,1.11417,-0.441505,1.10359,-0.52204,-1.8871,1.24241,0.888538,0.120995,-3.62083,1.68828,-0.84357,0.193194,-0.732817,-0.660027,-0.275803,0.032779,1.05758,0.281015,-2.12059,-0.643549,1.36077,1.43728,0.197501,-1.08873,1.40224,0.018724,-0.286795,0.36362,-1.53275,-0.953051,1.14845,1.2083,0.441952,-1.17348,0.75145,-0.862375,1.40136,1.44905,0.956393,-0.047378,0.037716,1.6256,-2.24564
T,-0.769534,-3.12858,0.396271,-0.164317,-0.199011,0.294336,-0.937252,-0.323548,0.62522,0.459022,1.27111,-0.107927,1.01067,-1.92326,0.191606,0.84513,0.406752,0.987063,-0.304799,-0.760022,-0.873236,1.95333,-0.553943,-2.07184,0.267743,0.0972,0.648747,-0.373469,0.247832,0.688728,-0.126315,-1.13505,0.055869,-0.603794,0.349494,0.635234,0.614929,-1.7595,-1.96599,1.21176,0.880527,-0.447896,-1.58857,-0.238865,-0.960616,-0.267527,-0.479466,0.742864,-2.04057,0.159506
F,1.12447,-1.32643,0.662972,0.749598,1.42427,-1.15426,0.314639,1.70824,-0.437891,0.147986,0.531178,-0.480854,1.56852,0.965813,0.782236,-0.830668,1.29745,0.769488,0.993333,-0.373275,0.010416,-0.815263,1.15768,0.947353,-0.773742,-0.456768,-0.123349,1.05664,0.803454,0.492727,-0.564737,1.54202,0.79872,-0.114956,-0.913803,-1.22032,0.148174,0.828841,0.828355,0.508537,-0.226614,0.39837,-0.245774,1.69637,0.381394,0.022584,1.23075,-0.732134,1.71319,-1.29034
F,-0.324529,1.22132,-0.141406,-0.75391,0.850578,0.600808,-0.213315,0.595536,1.30668,-2.78492,-0.025612,-0.726459,1.96535,-0.842043,0.394476,0.536841,0.737576,-0.481475,-1.08463,-2.64109,0.070715,0.862479,-0.342415,-0.489119,0.490584,-3.08003,-0.755456,0.456182,0.363797,0.238352,-0.010266,-0.086391,-1.46301,1.37385,0.350251,-0.927403,0.017456,-0.70359,0.411239,2.05105,0.321306,0.827996,-1.05221,0.208673,1.21141,0.331626,-0.309777,-0.354222,-0.132138,-1.34379
F,-1.39987,-0.251134,1.06678,0.001145,-0.949481,-0.897876,-0.567127,-0.005179,1.61455,-0.801316,0.221683,0.19067,-0.047245,-1.30552,-0.308762,0.876724,0.611445,0.588628,-1.18175,1.43384,0.204608,1.19437,-1.07017,-0.979989,1.24074,0.625456,0.468686,-0.306563,-0.531232,-0.778654,2.00807,-0.818061,0.232765,-0.72804,1.6133,0.998497,0.297445,-0.368346,0.780399,-0.171161,0.671661,0.099333,-0.646824,-0.440247,-0.992924,-1.27238,-0.953703,-1.29425,-1.06668,-0.598314
F,-0.229063,-1.67909,0.500274,-0.507101,-0.232768,0.839326,-0.556259,-2.46453,-0.09364,0.133534,-0.208402,0.844114,0.358097,-0.830158,1.03369,0.867055,-0.120651,0.263468,-0.223661,1.32487,0.82643,0.164785,-0.433639,0.509418,0.553416,0.176108,1.57332,-0.926462,0.357328,-0.855378,0.793294,0.099149,-0.257715,0.409438,1.06716,1.04945,0.653618,-0.552425,-0.314001,-0.18496,-3.43195,0.197206,1.53024,0.59326,-1.52382,-1.0526,0.116106,-0.316067,-0.46786,-1.01044
T,-0.118578,-0.476732,1.18144,2.21181,1.51423,0.31182,0.347547,1.92063,0.305967,1.03779,-0.340699,-0.626193,0.596158,0.056917,-1.12982,0.220014,1.25762,0.615205,1.7953,-0.152204,-0.871819,0.349985,1.27876,-1.68214,-0.134233,-0.802377,-1.04297,1.08279,0.093008,1.90862,-1.96795,0.914962,1.58299,-0.277784,0.094042,-0.285166,-1.08435,1.85641,1.51993,-0.848682,0.132931,-0.473337,-1.83858,0.609682,0.772198,-1.32311,2.04265,-0.278417,0.122093,-0.653736
F,-1.33116,-1.6241,-2.18534,-0.212275,-0.403048,0.334574,-1.28944,-0.558186,0.761279,0.709645,1.20989,1.41968,0.225655,-1.61317,0.473929,1.18779,-0.690955,0.251827,-1.3592,0.497795,-0.220162,0.575565,-0.565687,0.006354,1.01023,1.40269,0.997405,-1.09074,0.258445,-0.447433,0.064128,-0.788498,-0.174225,-1.51667,0.437606,1.72346,0.467367,0.514603,-0.341651,0.072671,-0.040045,-2.61767,0.134535,-0.53026,0.194127,-2.93731,-0.39845,1.4146,-0.929471,0.502627
T,0.696933,-2.40886,1.06067,0.365677,1.22737,0.477202,0.694332,1.14638,-0.12444,0.576813,1.08054,-0.100459,1.845,0.492348,0.545995,0.488277,1.04098,0.248285,0.861721,-0.980467,-0.173695,-1.17057,0.50974,0.489603,-0.445138,-1.3309,-0.656707,1.17024,0.712104,-0.283721,-0.3697,1.33129,0.824397,0.259663,-0.952276,-1.07563,0.017027,0.808096,0.841757,0.944387,0.112303,1.35209,0.358765,1.10655,0.960311,0.44843,1.25519,-0.188663,0.88419,-2.11847
