normal,gene14,gene377,gene493,gene1917,gene765,gene249,gene625,gene1771,gene1671,gene841,gene1423,gene1047,gene1892,gene419,gene1293,gene822,gene1674,gene267,gene1400,gene892,gene66,gene1884,gene581,gene1597,gene245,gene513,gene1153,gene67,gene1494,gene415,gene1416,gene1635,gene391,gene1873,gene824,gene1772,gene1534,gene1946,gene1472,gene1388,gene1511,gene1058,gene1758,gene111,gene1115,gene1231,gene1730,gene561,gene1168,gene1924
F,0.061964,0.70518,1.02057,0.768901,0.135997,1.05895,-0.390316,-1.17226,-0.721404,1.13619,0.928112,-0.380491,0.464721,-0.858531,-0.620577,1.38981,1.06052,1.12261,-0.708121,1.53156,0.970187,1.52619,-0.267776,0.646064,1.01145,-0.959614,-0.446536,1.47842,1.39229,1.13416,0.630879,1.76835,-0.489039,0.961318,0.288176,-0.577775,-0.279087,0.336698,0.555928,-0.024134,0.439056,-0.011834,-0.2008,1.45427,-0.864663,0.040161,-0.050225,0.289805,0.196255,-1.80606
T,1.06366,-0.193367,1.77076,1.58199,0.939973,1.57605,-0.742501,0.454598,0.216881,-1.51729,1.66433,-0.298695,1.91059,-0.444319,-0.390914,1.43652,1.38192,1.56643,0.194183,1.60826,0.220449,0.464037,-0.275533,1.35133,1.5735,-0.448451,-1.34366,1.18121,1.51957,1.38999,1.55542,1.15771,-1.46684,0.105941,1.60952,-0.648038,-0.74583,-0.401372,0.201086,-0.784707,-0.643754,-0.668647,-0.267506,1.01514,-2.62615,0.523334,-0.405359,2.17955,-0.178592,1.09927
T,-0.015205,-0.137593,0.0915,-3.12738,-1.27574,0.030126,0.408603,-0.10376,-0.355162,1.40817,-1.23214,0.475153,-0.340433,-0.057823,0.619135,-0.814681,-0.258331,-1.29431,0.006701,-0.740748,-0.601971,0.978003,0.979085,1.30475,-1.1418,-0.076921,0.545571,0.004581,-0.998734,-0.376758,-0.761014,0.256466,0.231837,-1.41948,-0.182079,-1.01455,0.457734,0.473416,1.57132,-0.437336,-0.232491,-1.09626,-1.01364,-0.865263,0.910097,0.131005,1.00526,-0.261403,0.123419,-0.626549
F,0.954973,-0.761555,-0.605867,-0.997469,-0.477421,-0.157616,1.10302,1.29574,-0.033978,0.80956,-2.399,0.713768,-0.495257,-1.13178,0.26629,-0.338188,-0.599245,-0.528896,1.47715,-1.14013,0.701599,-0.022909,0.575527,0.786019,-0.70697,0.302623,0.644523,-0.74945,-1.66023,-0.67429,-0.079187,-0.714096,1.04911,-0.819217,0.191892,1.63779,1.31918,1.01703,1.19998,0.880615,0.588605,-0.080707,-0.250212,-1.17179,0.961406,0.755582,1.05983,-0.272462,-0.173557,0.05765
F,0.156209,-0.552491,-0.502564,0.295722,-0.504203,-0.089325,0.61061,0.299417,0.814943,0.49203,-0.911255,1.04707,0.468867,-0.156881,1.00531,0.002858,0.308916,-0.417712,0.083999,-1.16679,0.07843,0.789164,1.67021,0.455232,-0.373917,-0.301566,0.629881,-1.67309,-1.1708,0.123163,-0.101047,-0.418085,-0.38617,-0.397775,-0.478148,0.988891,-0.861402,0.032364,0.034776,1.32291,-0.295696,-0.167644,-0.368524,-0.142185,0.202929,0.155658,0.551896,-0.200346,-0.853129,-0.385359
T,1.39249,0.114126,0.448844,1.90586,0.888538,1.40224,-1.8871,-0.953051,-0.52204,1.10359,1.36077,-0.441505,1.11417,0.197501,0.281015,1.68828,1.44905,1.6256,0.120995,0.032779,1.40136,1.14845,-0.275803,1.43728,1.64685,-0.643549,0.36362,0.193194,0.730165,1.45893,1.24241,0.74671,-1.8568,0.018724,1.50242,-0.660027,-2.12059,-1.33144,-0.912991,1.05758,-1.00558,1.13443,-3.62083,1.66272,-1.53275,1.43506,-0.116214,0.96601,-1.41296,0.956393
T,-0.769534,-0.164317,-0.937252,0.396271,-1.92326,-1.13505,-0.107927,0.614929,1.27111,0.459022,-0.373469,0.62522,-0.323548,0.688728,0.267743,0.406752,-0.960616,-2.04057,0.191606,-0.553943,-0.238865,-1.7595,1.95333,0.247832,-1.92121,0.648747,0.349494,-0.304799,-0.199011,0.017554,1.01067,-0.444261,-0.600791,0.055869,-0.643422,-0.873236,0.0972,0.871804,0.942592,-2.07184,1.35201,-2.31176,0.84513,0.030306,0.635234,0.294799,0.642414,0.223931,0.831818,-0.267527
F,1.12447,0.749598,0.314639,0.662972,0.965813,1.54202,-0.480854,0.148174,0.531178,0.147986,1.05664,-0.437891,1.70824,0.492727,-0.773742,1.29745,0.381394,1.71319,0.782236,1.15768,1.69637,0.828841,-0.815263,0.803454,1.64203,-0.123349,-0.913803,0.993333,1.42427,0.862522,1.56852,1.3945,-0.988739,0.79872,1.87791,0.010416,-0.456768,-0.543957,0.22014,0.947353,-0.936839,0.684843,-0.830668,1.05512,-1.22032,1.44626,-1.02072,1.59994,0.381764,0.022584
F,-0.324529,-0.75391,-0.213315,-0.141406,-0.842043,-0.086391,-0.726459,0.017456,-0.025612,-2.78492,0.456182,1.30668,0.595536,0.238352,0.490584,0.737576,1.21141,-0.132138,0.394476,-0.342415,0.208673,-0.70359,0.862479,0.363797,-0.178922,-0.755456,0.350251,-1.08463,0.850578,1.0093,1.96535,-0.607764,-1.83453,-1.46301,1.82474,0.070715,-3.08003,-1.0888,-0.072653,-0.489119,-0.173579,-1.04198,0.536841,0.832118,-0.927403,-1.57835,-0.943339,0.779749,-0.272236,0.331626
F,-1.39987,0.001145,-0.567127,1.06678,-1.30552,-0.818061,0.19067,0.297445,0.221683,-0.801316,-0.306563,1.61455,-0.005179,-0.778654,1.24074,0.611445,-0.992924,-1.06668,-0.308762,-1.07017,-0.440247,-0.368346,1.19437,-0.531232,-0.955906,0.468686,1.6133,-1.18175,-0.949481,0.222197,-0.047245,-1.72704,0.888166,0.232765,-1.28726,0.204608,0.625456,0.229054,1.23887,-0.979989,0.791165,-1.32436,0.876724,-0.395757,0.998497,-0.817355,0.660821,-0.727694,0.451078,-1.27238
F,-0.229063,-0.507101,-0.556259,0.500274,-0.830158,0.099149,0.844114,0.653618,-0.208402,0.133534,-0.926462,-0.09364,-2.46453,-0.855378,0.553416,-0.120651,-1.52382,-0.46786,1.03369,-0.433639,0.59326,-0.552425,0.164785,0.357328,-0.607802,1.57332,1.06716,-0.223661,-0.232768,-0.402219,0.358097,-0.132253,1.23961,-0.257715,-0.527613,0.82643,0.176108,0.170061,1.79962,0.509418,-0.263861,0.329902,0.867055,-0.496679,1.04945,-0.503158,1.61722,-0.677163,0.781351,-1.0526
T,-0.118578,2.21181,0.347547,1.18144,0.056917,0.914962,-0.626193,-1.08435,-0.340699,1.03779,1.08279,0.305967,1.92063,1.90862,-0.134233,1.25762,0.772198,0.122093,-1.12982,1.27876,0.609682,1.85641,0.349985,0.093008,0.235323,-1.04297,0.094042,1.7953,1.51423,1.08971,0.596158,1.5602,0.008804,1.58299,0.238121,-0.871819,-0.802377,0.276536,0.166664,-1.68214,-0.145908,-0.281177,0.220014,0.934237,-0.285166,0.619412,0.200252,0.71248,0.592553,-1.32311
F,-1.33116,-0.212275,-1.28944,-2.18534,-1.61317,-0.788498,1.41968,0.467367,1.20989,0.709645,-1.09074,0.761279,-0.558186,-0.447433,1.01023,-0.690955,0.194127,-0.929471,0.473929,-0.565687,-0.53026,0.514603,0.575565,0.258445,-1.05757,0.997405,0.437606,-1.3592,-0.403048,-0.407202,0.225655,-0.455051,1.56298,-0.174225,-0.69845,-0.220162,1.40269,2.13642,1.31726,0.006354,0.931548,-1.00678,1.18779,-0.431701,1.72346,-0.480982,1.25295,-0.227502,1.39312,-2.93731
T,0.696933,0.365677,0.694332,1.06067,0.492348,1.33129,-0.100459,0.017027,1.08054,0.576813,1.17024,-0.12444,1.14638,-0.283721,-0.445138,1.04098,0.960311,0.88419,0.545995,0.50974,1.10655,0.808096,-1.17057,0.712104,1.00439,-0.656707,-0.952276,0.861721,1.22737,1.02898,1.845,1.0154,-0.042334,0.824397,2.20528,-0.173695,-1.3309,0.371728,0.30358,0.489603,-0.184887,0.720433,0.488277,0.970625,-1.07563,0.657628,-0.756619,1.92392,-0.403549,0.44843
